municipio,homicidio,furtos_veiculo,furtos,roubos,latrocionio,roubo_veiculo,extorsao,extorsao_sequesto,estelionato,delitos_corrupcao,posse_entorpecente,delitos_municoes,trafico_entorpecente,ano
ROLADOR,0,0,17,0,0,0,0,0,0,0,0,1,0,2009
ROLANTE,4,8,158,27,0,3,0,0,12,1,16,9,1,2009
"RONDA ALTA",0,3,122,11,0,5,0,0,8,0,0,3,0,2009
RONDINHA,0,1,54,1,0,0,0,0,3,0,0,0,0,2009
"ROQUE GONZALES",1,0,85,5,0,0,0,0,7,0,3,14,3,2009
"ROSARIO DO SUL",6,10,1009,61,0,5,0,0,50,2,27,50,14,2009
"SAGRADA FAMILIA",0,0,24,3,0,0,0,0,0,0,0,1,0,2009
"SALDANHA MARINHO",0,1,12,0,0,0,0,0,6,0,0,1,0,2009
"SALTO DO JACUI",3,3,202,14,0,1,2,0,18,0,6,15,2,2009
"SALVADOR DAS MISSOES",0,0,13,0,0,0,0,0,2,0,0,1,0,2009
"SALVADOR DO SUL",0,8,45,4,0,0,0,0,3,0,0,1,0,2009
SANANDUVA,1,6,114,14,0,0,1,0,13,0,6,8,5,2009
"SANTA BARBARA DO SUL",0,1,85,4,0,0,1,0,13,0,0,2,3,2009
"SANTA CECILIA DO SUL",0,1,13,1,0,0,0,0,0,0,0,1,0,2009
"SANTA CLARA DO SUL",0,2,26,4,0,1,0,0,0,0,0,2,0,2009
"SANTA CRUZ DO SUL",9,346,1970,296,1,35,4,0,133,3,148,49,47,2009
"SANTA MARGARIDA DO SUL",0,1,42,0,0,0,0,0,0,0,0,2,0,2009
"SANTA MARIA",22,362,5357,1467,1,79,22,0,398,2,166,124,80,2009
"SANTA MARIA DO HERVAL",0,2,11,1,0,0,1,0,0,1,0,0,0,2009
"SANTA ROSA",11,65,1277,97,0,2,1,0,68,2,66,33,41,2009
"SANTA TEREZA",0,0,9,0,0,1,0,0,1,0,0,2,0,2009
"SANTA VITORIA DO PALMAR",0,6,746,56,0,1,2,0,47,0,13,13,1,2009
"SANTANA DA BOA VISTA",2,2,74,4,0,0,0,0,0,0,0,3,0,2009
"SANTANA DO LIVRAMENTO",10,138,1575,225,1,16,2,0,71,3,48,48,8,2009
SANTIAGO,5,20,977,76,1,2,1,0,99,0,42,48,46,2009
"SANTO ANGELO",10,71,1787,272,0,6,3,0,139,1,24,50,18,2009
"SANTO ANTONIO DA PATRULHA",3,25,566,66,0,8,3,0,22,1,29,8,12,2009
"SANTO ANTONIO DAS MISSOES",0,0,178,6,0,0,0,0,8,0,5,10,1,2009
"SANTO ANTONIO DO PALMA",0,1,19,0,0,0,0,0,1,0,0,2,0,2009
"SANTO ANTONIO DO PLANALTO",0,2,21,1,0,0,0,0,0,0,0,0,0,2009
"SANTO AUGUSTO",1,6,209,20,0,0,0,0,5,1,0,14,5,2009
"SANTO CRISTO",1,4,62,3,0,0,0,0,8,0,5,5,0,2009
"SANTO EXPEDITO DO SUL",0,0,13,0,0,0,0,0,1,0,0,2,0,2009
"SAO BORJA",6,27,1030,115,0,4,2,0,36,0,20,45,22,2009
"SAO DOMINGOS DO SUL",0,1,16,2,0,0,0,0,1,0,1,1,0,2009
"SAO FRANCISCO DE ASSIS",1,8,276,22,0,0,0,0,12,0,5,25,1,2009
"SAO FRANCISCO DE PAULA",1,5,390,34,0,6,0,0,12,0,13,9,9,2009
"SAO GABRIEL",5,23,1028,93,1,0,0,0,54,0,31,21,17,2009
"SAO JERONIMO",6,8,490,49,0,6,0,0,19,0,16,12,44,2009
"SAO JOAO DA URTIGA",0,0,27,1,0,0,0,0,5,0,0,2,0,2009
"SAO JOAO DO POLESINE",1,1,30,2,0,0,0,0,2,0,1,0,0,2009
"SAO JORGE",0,1,22,1,0,0,0,0,0,0,0,0,0,2009
"SAO JOSE DAS MISSOES",0,0,10,0,0,0,0,0,1,0,0,1,0,2009
"SAO JOSE DO HERVAL",0,1,23,5,0,1,0,0,1,0,0,1,0,2009
"SAO JOSE DO HORTENCIO",0,6,21,1,0,0,0,0,5,0,0,1,0,2009
"SAO JOSE DO INHACORA",0,0,7,0,0,0,0,0,2,0,0,0,0,2009
"SAO JOSE DO NORTE",2,2,443,42,0,1,0,0,13,0,40,3,12,2009
"SAO JOSE DO OURO",0,1,47,1,0,0,0,1,3,0,0,3,0,2009
"SAO JOSE DO SUL",0,1,17,0,0,0,0,0,0,0,0,1,0,2009
"SAO JOSE DOS AUSENTES",1,0,50,4,0,0,0,0,8,0,1,2,1,2009
"SAO LEOPOLDO",55,550,4366,1920,1,442,19,2,374,2,245,134,138,2009
"SAO LOURENCO DO SUL",2,16,754,48,0,0,2,0,24,0,6,12,22,2009
"SAO LUIZ GONZAGA",4,11,1252,106,0,1,4,0,59,1,25,39,22,2009
"SAO MARCOS",1,18,276,25,0,5,1,0,14,0,13,5,19,2009
"SAO MARTINHO",0,1,50,2,0,0,0,0,1,0,0,4,1,2009
"SAO MARTINHO DA SERRA",0,0,56,2,0,1,1,0,1,0,0,1,0,2009
"SAO MIGUEL DAS MISSOES",1,1,56,5,0,0,0,0,0,0,1,5,0,2009
"SAO NICOLAU",0,0,140,6,0,0,0,0,7,0,0,15,1,2009
"SAO PAULO DAS MISSOES",0,0,19,0,0,0,0,0,1,0,0,4,0,2009
"SAO PEDRO DA SERRA",0,0,22,0,0,0,0,0,0,0,0,2,0,2009
"SAO PEDRO DAS MISSOES",1,1,16,1,0,0,0,0,0,0,0,1,0,2009
"SAO PEDRO DO BUTIA",0,0,3,1,0,0,0,0,1,0,0,1,0,2009
"SAO PEDRO DO SUL",0,6,372,17,0,0,1,0,5,1,10,8,6,2009
"SAO SEBASTIAO DO CAI",2,28,433,74,0,4,0,0,41,0,11,8,18,2009
"SAO SEPE",3,16,838,42,0,0,4,0,31,0,15,22,31,2009
"SAO VALENTIM",0,1,34,0,0,1,0,0,0,1,0,0,0,2009
"SAO VALENTIM DO SUL",0,0,13,4,0,0,0,0,0,0,0,0,0,2009
"SAO VALERIO DO SUL",0,0,17,2,0,0,0,0,0,0,1,2,0,2009
"SAO VENDELINO",0,2,9,3,0,3,0,0,0,0,0,0,0,2009
"SAO VICENTE DO SUL",0,2,101,4,0,0,0,0,2,0,2,7,2,2009
SAPIRANGA,4,52,1263,274,0,40,2,0,82,0,94,23,33,2009
"SAPUCAIA DO SUL",35,354,2208,1284,1,308,8,0,109,3,66,62,73,2009
SARANDI,3,8,402,46,0,2,0,0,31,0,12,11,5,2009
SEBERI,5,11,122,4,0,1,0,0,6,0,0,11,3,2009
"SEDE NOVA",0,0,21,0,0,0,0,0,1,0,0,1,0,2009
SEGREDO,0,1,46,0,0,0,0,0,5,0,0,6,0,2009
SELBACH,1,0,34,0,0,0,0,0,5,0,0,1,0,2009
"SENADOR SALGADO FILHO",0,0,13,2,0,0,0,0,0,0,0,0,0,2009
"SENTINELA DO SUL",0,2,106,4,0,0,0,0,2,0,0,7,1,2009
"SERAFINA CORREA",1,14,110,4,0,3,0,0,7,0,11,0,2,2009
SERIO,0,0,17,0,0,0,0,0,0,0,1,1,0,2009
SERTAO,2,4,43,2,0,2,0,0,4,0,0,2,0,2009
"SERTAO SANTANA",0,4,66,3,0,1,0,0,4,0,1,0,0,2009
"SETE DE SETEMBRO",0,0,25,2,0,0,0,0,0,0,0,3,0,2009
"SEVERIANO DE ALMEIDA",2,0,30,0,0,0,0,0,1,0,0,0,0,2009
"SILVEIRA MARTINS",1,0,27,1,0,0,0,0,3,0,0,2,0,2009
SINIMBU,0,1,43,7,0,2,0,0,3,0,0,1,0,2009
SOBRADINHO,4,4,357,18,0,1,2,0,22,0,11,8,14,2009
SOLEDADE,6,8,897,68,1,8,1,0,57,1,28,22,11,2009
TABAI,0,1,23,5,0,1,0,0,0,0,1,0,0,2009
TAPEJARA,1,20,320,12,0,4,1,0,33,1,12,4,6,2009
TAPERA,0,5,140,7,0,1,0,0,13,0,0,6,10,2009
TAPES,5,7,530,35,0,1,1,0,17,0,8,18,5,2009
TAQUARA,12,63,811,150,0,53,3,0,85,0,26,12,22,2009
TAQUARI,2,19,380,34,1,3,2,0,27,0,29,8,16,2009
"TAQUARUCU DO SUL",0,0,16,0,0,0,0,0,0,0,0,3,2,2009
TAVARES,0,0,82,2,0,0,1,0,4,0,5,1,8,2009
"TENENTE PORTELA",4,15,176,14,0,1,0,0,9,1,5,8,2,2009
"TERRA DE AREIA",0,4,175,10,0,0,0,0,3,0,3,8,3,2009
TEUTONIA,3,18,292,31,1,1,1,0,21,0,30,7,6,2009
"TIO HUGO",0,3,21,6,0,3,0,0,3,0,0,1,0,2009
"TIRADENTES DO SUL",2,3,61,2,0,1,0,0,3,0,0,6,0,2009
TOROPI,1,1,16,0,0,0,0,0,0,0,1,2,0,2009
TORRES,3,71,990,134,1,8,4,0,80,0,178,14,62,2009
TRAMANDAI,5,109,2138,293,0,17,7,0,109,2,94,17,47,2009
TRAVESSEIRO,0,0,5,0,0,1,0,0,2,0,0,0,0,2009
"TRES ARROIOS",0,0,43,0,0,0,0,0,0,0,0,1,0,2009
"TRES CACHOEIRAS",0,12,98,8,0,1,1,0,0,0,2,0,1,2009
"TRES COROAS",1,11,362,35,0,3,0,0,26,0,18,8,8,2009
"TRES DE MAIO",1,7,564,45,0,1,0,0,31,0,6,18,5,2009
"TRES FORQUILHAS",0,0,14,0,0,0,0,0,0,0,0,0,0,2009
"TRES PALMEIRAS",0,1,27,7,0,1,0,0,1,0,0,2,0,2009
"TRES PASSOS",4,27,372,13,0,1,4,0,22,0,5,12,9,2009
"TRINDADE DO SUL",1,3,61,5,0,1,0,0,2,0,0,3,0,2009
TRIUNFO,0,9,413,68,1,11,1,0,24,1,19,16,18,2009
TUCUNDUVA,0,4,33,3,0,0,0,0,4,0,1,2,0,2009
TUNAS,0,1,29,1,0,0,0,0,0,0,0,4,0,2009
"TUPANCI DO SUL",0,0,22,1,0,0,0,0,1,0,0,1,0,2009
TUPANCIRETA,7,2,292,16,0,0,0,0,21,1,4,18,5,2009
TUPANDI,0,0,12,1,0,0,0,0,0,0,0,1,0,2009
TUPARENDI,0,2,79,3,0,0,0,0,1,0,0,1,1,2009
TURUCU,0,2,22,1,0,0,0,0,0,0,0,0,0,2009
UBIRETAMA,0,0,5,0,0,0,0,0,1,1,0,2,0,2009
"UNIAO DA SERRA",0,0,12,0,0,0,0,0,1,1,0,2,0,2009
UNISTALDA,1,0,25,0,0,0,0,0,0,0,0,4,0,2009
URUGUAIANA,10,64,1916,593,0,38,7,0,127,1,53,88,83,2009
VACARIA,10,46,1261,182,0,18,1,0,70,1,44,61,46,2009
"VALE DO SOL",0,3,104,10,0,0,0,0,2,0,0,7,0,2009
"VALE REAL",1,0,49,7,0,0,0,0,7,0,1,1,1,2009
"VALE VERDE",0,1,38,2,0,0,0,0,0,0,1,2,0,2009
VANINI,0,1,9,0,0,0,0,0,1,0,0,2,0,2009
"VENANCIO AIRES",9,35,1081,100,0,16,0,0,49,1,33,12,17,2009
"VERA CRUZ",0,30,312,33,0,4,1,0,16,0,3,12,3,2009
VERANOPOLIS,0,24,462,30,0,3,0,0,45,0,10,8,13,2009
"VESPASIANO CORREA",0,1,14,2,0,0,0,0,0,0,0,0,0,2009
VIADUTOS,0,0,33,0,0,0,0,0,4,0,0,3,1,2009
VIAMAO,84,212,2968,2187,2,363,9,0,219,0,62,148,121,2009
"VICENTE DUTRA",0,3,81,5,0,0,2,0,5,0,2,5,0,2009
"VICTOR GRAEFF",0,0,17,3,0,0,0,0,5,0,1,1,0,2009
"VILA FLORES",1,0,30,1,0,0,0,0,4,0,0,0,1,2009
"VILA LANGARO",0,0,16,0,0,0,0,0,1,0,0,0,0,2009
"VILA MARIA",1,4,23,2,0,2,0,0,2,0,0,4,0,2009
"VILA NOVA DO SUL",0,0,94,3,0,0,0,0,0,0,0,1,0,2009
"VISTA ALEGRE",0,3,26,0,0,0,0,0,1,0,0,1,0,2009
"VISTA ALEGRE DO PRATA",0,0,9,0,0,0,0,0,0,0,0,1,0,2009
"VISTA GAUCHA",0,1,27,1,0,0,0,0,0,0,0,1,0,2009
"VITORIA DAS MISSOES",0,2,20,1,0,0,0,0,0,0,0,5,0,2009
WESTFALIA,0,0,23,1,0,0,0,0,0,0,0,0,0,2009
XANGRI-LA,0,19,1009,50,0,4,1,0,28,0,70,7,12,2009
