municipio,homicidio,furtos_veiculo,furtos,roubos,latrocionio,roubo_veiculo,extorsao,extorsao_sequesto,estelionato,delitos_corrupcao,posse_entorpecente,delitos_municoes,trafico_entorpecente,ano
ROLADOR,0,3,25,2,0,1,0,0,0,0,0,3,0,2006
ROLANTE,2,18,237,44,0,3,0,0,29,0,4,13,0,2006
"RONDA ALTA",0,7,125,9,0,4,0,0,4,0,0,2,0,2006
RONDINHA,0,2,37,2,0,0,1,0,1,0,2,2,0,2006
"ROQUE GONZALES",1,0,68,10,0,0,1,0,2,0,0,13,1,2006
"ROSARIO DO SUL",6,8,817,52,0,1,0,0,45,1,19,50,7,2006
"SAGRADA FAMILIA",0,2,21,0,0,0,0,0,0,0,1,0,0,2006
"SALDANHA MARINHO",0,4,36,0,0,1,0,0,2,0,0,2,0,2006
"SALTO DO JACUI",2,15,376,13,0,1,1,0,29,1,3,20,1,2006
"SALVADOR DAS MISSOES",0,1,17,0,0,0,0,0,3,0,0,1,0,2006
"SALVADOR DO SUL",0,0,63,0,0,1,0,0,6,0,2,1,1,2006
SANANDUVA,1,5,123,7,0,0,1,1,25,1,2,9,2,2006
"SANTA BARBARA DO SUL",2,3,128,16,0,3,2,0,14,0,0,5,1,2006
"SANTA CECILIA DO SUL",0,0,24,0,0,0,0,0,1,0,0,4,0,2006
"SANTA CLARA DO SUL",0,1,47,9,0,1,0,0,0,0,0,2,0,2006
"SANTA CRUZ DO SUL",15,512,2310,632,3,120,9,1,173,2,70,73,17,2006
"SANTA MARGARIDA DO SUL",0,0,21,0,0,0,0,0,0,0,0,0,0,2006
"SANTA MARIA",11,244,5966,1236,3,51,45,0,619,4,246,155,59,2006
"SANTA MARIA DO HERVAL",1,0,13,1,0,0,0,0,1,0,0,1,0,2006
"SANTA ROSA",4,51,1071,80,0,3,7,0,84,3,39,46,30,2006
"SANTA TEREZA",0,0,11,0,0,0,0,0,0,0,0,1,0,2006
"SANTA VITORIA DO PALMAR",5,27,747,57,0,1,1,0,36,0,7,15,1,2006
"SANTANA DA BOA VISTA",0,2,78,7,0,0,1,0,1,0,0,1,2,2006
"SANTANA DO LIVRAMENTO",8,165,1931,176,1,20,1,0,113,1,29,61,8,2006
SANTIAGO,4,17,1049,85,0,1,5,0,132,0,29,43,24,2006
"SANTO ANGELO",7,83,1835,257,0,14,9,0,102,0,31,60,11,2006
"SANTO ANTONIO DA PATRULHA",4,17,616,46,0,12,2,0,19,0,5,14,3,2006
"SANTO ANTONIO DAS MISSOES",2,2,248,13,0,0,0,0,17,0,4,19,1,2006
"SANTO ANTONIO DO PALMA",0,5,27,1,0,0,0,0,0,0,0,5,0,2006
"SANTO ANTONIO DO PLANALTO",0,2,22,2,0,0,0,0,0,0,0,1,0,2006
"SANTO AUGUSTO",4,8,315,8,0,1,1,0,19,2,0,15,1,2006
"SANTO CRISTO",0,8,128,2,0,0,0,0,6,0,3,8,0,2006
"SANTO EXPEDITO DO SUL",0,0,13,0,0,0,0,0,1,0,0,3,0,2006
"SAO BORJA",9,86,1655,109,0,7,5,0,75,3,12,66,6,2006
"SAO DOMINGOS DO SUL",0,1,28,1,0,0,0,0,3,0,1,2,0,2006
"SAO FRANCISCO DE ASSIS",2,5,279,18,0,0,0,0,18,0,11,26,2,2006
"SAO FRANCISCO DE PAULA",3,13,537,30,0,0,1,0,25,0,12,17,1,2006
"SAO GABRIEL",2,12,970,43,0,0,1,0,84,3,17,31,7,2006
"SAO JERONIMO",0,11,537,25,1,1,1,0,44,0,9,17,5,2006
"SAO JOAO DA URTIGA",0,0,16,1,0,0,0,0,1,0,1,5,0,2006
"SAO JOAO DO POLESINE",0,2,30,2,0,0,0,0,4,0,0,1,0,2006
"SAO JORGE",0,3,18,0,0,0,0,0,1,0,0,3,0,2006
"SAO JOSE DAS MISSOES",0,0,26,2,0,0,0,0,0,0,0,6,0,2006
"SAO JOSE DO HERVAL",0,3,39,13,0,1,0,0,0,0,0,0,0,2006
"SAO JOSE DO HORTENCIO",0,5,26,1,0,0,0,0,3,0,1,2,1,2006
"SAO JOSE DO INHACORA",0,2,12,0,0,0,0,0,0,0,0,0,0,2006
"SAO JOSE DO NORTE",4,4,387,40,0,0,0,0,8,0,6,7,2,2006
"SAO JOSE DO OURO",0,4,47,0,0,0,0,0,4,0,1,7,0,2006
"SAO JOSE DO SUL",0,0,15,4,0,0,0,0,1,0,0,0,0,2006
"SAO JOSE DOS AUSENTES",1,0,23,0,0,0,0,0,1,0,2,4,0,2006
"SAO LEOPOLDO",54,700,5220,2427,5,827,29,0,461,2,78,136,51,2006
"SAO LOURENCO DO SUL",4,16,1009,72,0,5,3,0,42,0,18,15,8,2006
"SAO LUIZ GONZAGA",5,23,905,107,1,4,2,0,57,0,11,40,2,2006
"SAO MARCOS",3,10,171,13,0,5,1,0,21,0,4,14,7,2006
"SAO MARTINHO",1,1,41,2,0,0,0,0,5,1,0,5,0,2006
"SAO MARTINHO DA SERRA",0,0,43,1,0,0,0,0,1,0,0,4,0,2006
"SAO MIGUEL DAS MISSOES",1,1,92,9,0,0,0,0,1,0,0,7,0,2006
"SAO NICOLAU",1,0,147,1,0,0,0,0,2,0,1,13,0,2006
"SAO PAULO DAS MISSOES",1,2,35,0,0,1,0,0,1,0,0,4,0,2006
"SAO PEDRO DA SERRA",0,1,27,1,0,0,0,0,2,0,0,0,0,2006
"SAO PEDRO DAS MISSOES",1,0,7,1,0,0,0,0,0,0,0,0,0,2006
"SAO PEDRO DO BUTIA",0,0,18,1,0,0,0,0,2,0,0,0,0,2006
"SAO PEDRO DO SUL",0,5,353,20,0,2,1,0,20,1,2,15,5,2006
"SAO SEBASTIAO DO CAI",2,29,468,44,1,16,2,0,56,1,23,5,9,2006
"SAO SEPE",3,5,493,44,0,0,2,0,37,1,7,28,6,2006
"SAO VALENTIM",1,1,24,1,0,0,0,0,6,0,0,2,0,2006
"SAO VALENTIM DO SUL",0,1,13,1,0,0,1,0,1,0,0,2,0,2006
"SAO VALERIO DO SUL",0,2,11,1,0,0,0,0,1,0,0,0,0,2006
"SAO VENDELINO",0,1,19,4,0,1,0,0,0,0,0,0,0,2006
"SAO VICENTE DO SUL",0,2,133,6,0,0,0,0,13,0,1,11,0,2006
SAPIRANGA,7,95,1655,309,0,43,10,1,160,1,115,32,8,2006
"SAPUCAIA DO SUL",25,352,2732,1351,3,342,10,0,164,0,21,61,29,2006
SARANDI,1,22,383,26,0,0,1,0,44,0,10,10,9,2006
SEBERI,1,2,116,11,0,1,1,0,6,0,0,13,2,2006
"SEDE NOVA",0,1,28,2,0,1,0,0,3,0,0,0,0,2006
SEGREDO,2,1,46,3,0,0,0,0,12,0,0,6,0,2006
SELBACH,0,3,55,3,0,0,0,0,9,0,0,0,0,2006
"SENADOR SALGADO FILHO",0,0,14,0,0,0,0,0,0,0,1,0,0,2006
"SENTINELA DO SUL",2,6,85,12,0,1,0,0,2,0,0,7,0,2006
"SERAFINA CORREA",0,15,164,7,0,0,0,0,11,1,4,3,3,2006
SERIO,1,1,28,1,0,0,0,0,0,0,0,3,0,2006
SERTAO,2,2,98,11,0,0,0,0,12,0,0,4,0,2006
"SERTAO SANTANA",0,1,59,5,0,0,0,0,5,0,0,0,0,2006
"SETE DE SETEMBRO",0,0,12,0,0,0,0,0,0,0,0,2,0,2006
"SEVERIANO DE ALMEIDA",0,2,39,1,0,1,0,0,2,0,0,2,0,2006
"SILVEIRA MARTINS",0,1,41,1,0,0,0,0,7,0,0,0,0,2006
SINIMBU,0,1,39,5,0,0,0,0,7,1,0,3,0,2006
SOBRADINHO,3,6,287,22,0,2,1,0,47,3,12,14,2,2006
SOLEDADE,7,32,871,127,1,5,0,0,50,2,30,35,7,2006
TABAI,1,0,31,10,0,1,0,0,5,0,0,0,1,2006
TAPEJARA,0,17,291,25,0,1,0,0,18,0,6,10,2,2006
TAPERA,2,7,144,15,1,3,3,0,22,0,6,11,7,2006
TAPES,2,11,620,65,0,3,2,0,16,0,4,24,2,2006
TAQUARA,6,112,1149,274,2,58,4,0,111,2,32,25,11,2006
TAQUARI,1,14,471,44,1,1,1,0,46,3,24,11,10,2006
"TAQUARUCU DO SUL",0,2,12,0,2,0,0,0,0,0,0,0,0,2006
TAVARES,0,0,85,2,0,0,0,0,4,0,1,1,0,2006
"TENENTE PORTELA",6,5,247,22,0,1,0,0,27,0,6,22,1,2006
"TERRA DE AREIA",1,10,192,24,0,3,1,0,11,0,3,9,2,2006
TEUTONIA,1,8,299,34,0,5,1,0,34,1,3,7,0,2006
"TIO HUGO",0,1,22,0,0,0,0,0,2,0,0,4,0,2006
"TIRADENTES DO SUL",1,0,58,1,0,0,0,0,4,0,0,3,0,2006
TOROPI,0,0,22,0,0,0,0,0,0,0,0,2,0,2006
TORRES,8,90,1309,94,0,5,2,0,90,2,99,31,26,2006
TRAMANDAI,3,105,2865,257,0,14,7,0,104,5,89,23,31,2006
TRAVESSEIRO,0,3,17,0,0,0,0,0,0,0,0,0,0,2006
"TRES ARROIOS",0,1,25,0,0,0,0,0,3,0,0,1,0,2006
"TRES CACHOEIRAS",0,13,97,4,0,0,0,0,2,0,3,4,0,2006
"TRES COROAS",3,10,495,56,1,5,1,0,54,0,18,13,3,2006
"TRES DE MAIO",2,11,456,46,0,0,1,0,23,3,1,10,6,2006
"TRES FORQUILHAS",0,1,15,4,0,1,0,0,0,0,0,3,0,2006
"TRES PALMEIRAS",0,2,43,1,0,0,0,0,0,0,0,2,0,2006
"TRES PASSOS",3,17,502,27,0,0,0,0,28,1,9,25,5,2006
"TRINDADE DO SUL",0,3,55,3,0,0,0,0,3,0,0,2,0,2006
TRIUNFO,0,12,438,52,0,8,2,0,13,0,3,17,4,2006
TUCUNDUVA,1,5,76,1,0,0,0,0,5,0,3,1,2,2006
TUNAS,0,1,32,0,0,0,0,0,2,0,0,8,2,2006
"TUPANCI DO SUL",0,0,19,0,0,0,0,0,0,0,0,0,0,2006
TUPANCIRETA,1,6,411,39,0,1,0,0,30,0,5,15,5,2006
TUPANDI,0,0,17,3,0,0,0,0,1,0,1,0,0,2006
TUPARENDI,0,0,56,2,0,0,0,0,7,0,0,1,0,2006
TURUCU,0,0,26,3,0,0,0,0,0,0,0,3,0,2006
UBIRETAMA,0,1,12,0,0,0,0,0,0,0,0,1,0,2006
"UNIAO DA SERRA",1,1,19,0,0,0,0,0,0,0,0,1,0,2006
UNISTALDA,0,0,41,3,0,0,0,0,2,0,0,0,0,2006
URUGUAIANA,15,196,2498,856,4,66,13,0,132,3,61,125,14,2006
VACARIA,11,37,1433,201,1,0,3,0,101,0,84,73,39,2006
"VALE DO SOL",1,3,96,27,0,3,1,0,5,0,0,7,0,2006
"VALE REAL",0,0,65,8,1,3,2,0,12,0,0,1,0,2006
"VALE VERDE",0,0,34,3,0,0,0,0,3,0,0,1,0,2006
VANINI,0,0,20,0,0,0,0,0,0,0,0,3,0,2006
"VENANCIO AIRES",4,63,1259,150,0,21,2,0,108,0,20,22,7,2006
"VERA CRUZ",0,15,310,43,1,11,0,0,13,0,2,12,2,2006
VERANOPOLIS,2,32,361,11,0,1,0,0,28,0,4,8,13,2006
"VESPASIANO CORREA",1,1,20,0,0,1,0,0,1,0,0,0,0,2006
VIADUTOS,0,1,31,0,0,0,0,0,4,1,1,5,0,2006
VIAMAO,48,231,3981,1586,4,168,16,1,240,4,128,132,57,2006
"VICENTE DUTRA",2,4,63,4,0,0,0,0,3,0,0,8,0,2006
"VICTOR GRAEFF",0,6,25,1,0,2,0,0,3,0,1,2,0,2006
"VILA FLORES",0,4,37,2,0,1,0,0,1,0,0,1,0,2006
"VILA LANGARO",0,1,10,0,0,0,0,0,0,0,0,0,0,2006
"VILA MARIA",0,3,55,4,0,0,0,0,3,0,0,2,0,2006
"VILA NOVA DO SUL",1,0,26,0,0,0,0,0,0,0,0,1,0,2006
"VISTA ALEGRE",0,0,27,1,0,0,0,0,2,0,0,4,0,2006
"VISTA ALEGRE DO PRATA",0,2,10,0,0,0,0,0,0,0,0,0,0,2006
"VISTA GAUCHA",2,0,20,1,0,0,0,0,1,0,0,1,0,2006
"VITORIA DAS MISSOES",0,1,18,0,0,0,0,0,1,0,0,2,0,2006
WESTFALIA,0,0,9,0,0,0,0,0,2,0,0,0,0,2006
XANGRI-LA,2,19,1144,111,0,6,3,0,13,1,68,5,10,2006
