municipio,homicidio,furtos_veiculo,furtos,roubos,latrocionio,roubo_veiculo,extorsao,extorsao_sequesto,estelionato,delitos_corrupcao,posse_entorpecente,delitos_municoes,trafico_entorpecente,ano
ROLADOR,0,0,26,2,0,0,0,0,1,0,0,4,0,2005
ROLANTE,1,24,232,34,1,8,1,0,19,1,9,16,9,2005
"RONDA ALTA",0,1,138,6,0,0,0,0,7,0,0,8,0,2005
RONDINHA,0,0,46,2,0,0,0,0,6,0,0,1,0,2005
"ROQUE GONZALES",2,0,56,4,0,3,0,0,6,0,1,7,1,2005
"ROSARIO DO SUL",5,17,1105,64,0,5,2,0,37,0,15,50,6,2005
"SAGRADA FAMILIA",0,0,15,2,0,0,0,0,1,0,0,1,0,2005
"SALDANHA MARINHO",0,0,30,1,0,0,0,0,8,0,0,0,1,2005
"SALTO DO JACUI",3,7,358,11,0,0,5,0,24,1,4,32,1,2005
"SALVADOR DAS MISSOES",0,1,10,0,0,0,0,0,0,0,1,4,0,2005
"SALVADOR DO SUL",0,2,68,8,0,0,0,0,3,0,2,2,1,2005
SANANDUVA,0,5,104,5,0,0,0,0,33,0,2,12,1,2005
"SANTA BARBARA DO SUL",1,4,168,11,0,0,4,0,31,1,3,3,12,2005
"SANTA CECILIA DO SUL",1,0,17,0,0,0,0,0,0,0,0,0,0,2005
"SANTA CLARA DO SUL",0,1,40,5,0,0,0,0,3,0,0,2,0,2005
"SANTA CRUZ DO SUL",13,371,2422,516,0,33,7,0,152,2,47,79,14,2005
"SANTA MARGARIDA DO SUL",0,0,28,1,0,0,0,0,0,0,0,1,0,2005
"SANTA MARIA",15,303,6656,1261,3,38,29,0,710,1,267,192,37,2005
"SANTA MARIA DO HERVAL",0,1,21,4,0,0,0,0,4,0,0,0,0,2005
"SANTA ROSA",5,73,1163,78,0,3,0,0,179,0,33,72,37,2005
"SANTA TEREZA",0,1,9,0,0,0,0,0,0,0,0,0,0,2005
"SANTA VITORIA DO PALMAR",4,23,760,51,0,1,0,0,32,0,5,13,1,2005
"SANTANA DA BOA VISTA",0,3,42,5,0,0,0,0,4,0,0,2,0,2005
"SANTANA DO LIVRAMENTO",11,253,1889,185,1,7,2,0,88,1,24,57,8,2005
SANTIAGO,3,18,1016,58,0,1,6,0,92,1,25,45,13,2005
"SANTO ANGELO",8,95,2702,320,1,15,20,0,141,6,32,76,4,2005
"SANTO ANTONIO DA PATRULHA",3,28,581,43,0,8,1,1,37,0,10,25,4,2005
"SANTO ANTONIO DAS MISSOES",2,3,291,6,0,0,0,0,16,0,4,11,0,2005
"SANTO ANTONIO DO PALMA",0,2,11,0,0,0,0,0,0,0,0,0,0,2005
"SANTO ANTONIO DO PLANALTO",0,0,20,0,0,0,0,0,1,0,0,0,0,2005
"SANTO AUGUSTO",1,0,311,17,0,0,0,0,15,0,1,14,5,2005
"SANTO CRISTO",0,1,129,1,0,0,0,0,12,0,2,2,0,2005
"SANTO EXPEDITO DO SUL",0,0,15,0,0,0,0,0,1,0,0,4,0,2005
"SAO BORJA",9,84,1701,118,2,4,7,0,74,0,17,66,6,2005
"SAO DOMINGOS DO SUL",0,1,33,1,0,0,0,0,3,0,0,1,0,2005
"SAO FRANCISCO DE ASSIS",2,3,263,13,0,0,1,0,14,0,4,32,0,2005
"SAO FRANCISCO DE PAULA",4,15,444,15,2,5,1,0,23,0,7,9,6,2005
"SAO GABRIEL",3,11,1030,50,0,0,0,0,53,1,18,31,6,2005
"SAO JERONIMO",1,16,524,21,2,2,0,0,25,0,22,11,7,2005
"SAO JOAO DA URTIGA",0,2,31,0,0,0,0,0,2,0,0,6,0,2005
"SAO JOAO DO POLESINE",0,0,43,4,0,0,0,0,5,0,0,0,0,2005
"SAO JORGE",0,0,15,0,0,0,0,0,1,0,0,0,0,2005
"SAO JOSE DAS MISSOES",0,3,24,3,0,0,0,0,0,0,0,4,0,2005
"SAO JOSE DO HERVAL",1,3,40,2,0,0,0,0,0,0,0,7,0,2005
"SAO JOSE DO HORTENCIO",0,2,15,1,0,0,0,0,4,0,0,0,0,2005
"SAO JOSE DO INHACORA",0,0,7,1,0,0,0,0,0,0,0,0,0,2005
"SAO JOSE DO NORTE",0,4,308,26,0,0,0,0,13,0,8,6,2,2005
"SAO JOSE DO OURO",0,1,47,2,0,0,0,0,13,1,0,5,0,2005
"SAO JOSE DO SUL",0,0,7,1,0,0,0,0,1,0,0,0,0,2005
"SAO JOSE DOS AUSENTES",1,0,18,0,0,0,0,0,1,0,1,1,0,2005
"SAO LEOPOLDO",49,631,4736,2261,4,722,8,2,334,11,84,110,39,2005
"SAO LOURENCO DO SUL",2,5,931,62,0,1,1,0,47,0,16,18,4,2005
"SAO LUIZ GONZAGA",1,22,1103,100,3,6,1,0,82,1,28,44,4,2005
"SAO MARCOS",1,9,230,19,0,5,0,0,25,0,11,16,7,2005
"SAO MARTINHO",1,1,66,4,0,0,0,0,6,0,0,2,0,2005
"SAO MARTINHO DA SERRA",1,0,68,0,0,0,0,0,3,0,1,3,0,2005
"SAO MIGUEL DAS MISSOES",0,1,133,4,0,0,0,0,4,0,0,11,0,2005
"SAO NICOLAU",1,1,114,1,0,0,0,0,2,0,0,17,0,2005
"SAO PAULO DAS MISSOES",1,0,47,2,0,0,1,0,6,0,1,10,0,2005
"SAO PEDRO DA SERRA",0,2,18,1,0,0,0,0,1,0,0,0,0,2005
"SAO PEDRO DAS MISSOES",0,1,7,0,0,0,0,0,0,0,1,0,0,2005
"SAO PEDRO DO BUTIA",0,0,24,0,0,0,0,0,1,0,1,1,0,2005
"SAO PEDRO DO SUL",4,2,298,20,0,1,0,0,17,1,1,8,3,2005
"SAO SEBASTIAO DO CAI",2,25,538,67,0,19,0,0,42,1,8,8,10,2005
"SAO SEPE",1,6,626,40,0,0,1,0,30,1,3,21,4,2005
"SAO VALENTIM",0,0,23,2,0,0,0,0,2,1,0,1,0,2005
"SAO VALENTIM DO SUL",0,0,10,2,0,0,0,0,0,0,0,4,0,2005
"SAO VALERIO DO SUL",0,1,19,0,0,0,0,0,0,0,0,2,0,2005
"SAO VENDELINO",0,2,23,9,0,3,0,0,3,0,0,0,0,2005
"SAO VICENTE DO SUL",0,0,128,5,0,0,0,0,6,1,1,8,0,2005
SAPIRANGA,10,81,1668,312,2,46,3,0,109,1,68,40,4,2005
"SAPUCAIA DO SUL",16,214,2619,1400,2,311,9,0,130,1,25,79,25,2005
SARANDI,1,8,332,27,0,0,1,0,34,1,5,10,3,2005
SEBERI,3,7,165,7,0,0,0,0,9,0,4,20,0,2005
"SEDE NOVA",0,0,39,2,0,0,0,0,3,0,0,2,0,2005
SEGREDO,1,1,55,6,0,0,0,0,14,0,0,10,0,2005
SELBACH,0,1,97,0,0,1,0,0,6,0,0,0,0,2005
"SENADOR SALGADO FILHO",0,0,28,0,0,0,1,0,0,0,0,2,0,2005
"SENTINELA DO SUL",0,3,78,5,0,1,1,0,1,0,0,3,0,2005
"SERAFINA CORREA",0,9,135,2,0,1,0,0,8,0,8,10,4,2005
SERIO,0,0,32,1,0,0,0,0,0,0,0,0,0,2005
SERTAO,3,4,100,3,0,0,0,0,12,0,1,3,0,2005
"SERTAO SANTANA",0,5,65,9,0,0,0,0,1,0,0,3,0,2005
"SETE DE SETEMBRO",0,0,20,3,0,0,0,0,0,0,0,0,0,2005
"SEVERIANO DE ALMEIDA",0,0,42,1,0,0,0,0,4,0,1,1,0,2005
"SILVEIRA MARTINS",0,1,38,0,0,0,0,0,2,0,1,2,0,2005
SINIMBU,0,3,46,11,0,0,0,0,14,1,0,3,0,2005
SOBRADINHO,0,5,213,28,0,0,0,0,24,0,2,21,2,2005
SOLEDADE,7,39,869,116,0,5,1,0,72,1,23,41,8,2005
TABAI,0,3,42,11,0,2,0,0,0,0,2,1,1,2005
TAPEJARA,2,10,271,12,0,0,0,0,17,0,7,6,2,2005
TAPERA,0,7,182,7,0,1,0,0,23,0,3,14,1,2005
TAPES,2,3,461,48,0,3,2,0,14,0,3,21,1,2005
TAQUARA,7,126,1049,227,1,64,5,0,104,2,38,29,22,2005
TAQUARI,1,25,406,43,0,1,0,0,32,0,7,9,14,2005
"TAQUARUCU DO SUL",0,0,27,0,0,0,0,0,0,0,0,0,0,2005
TAVARES,1,1,97,3,0,0,0,0,4,0,0,0,1,2005
"TENENTE PORTELA",5,8,324,15,0,2,0,0,22,2,4,13,6,2005
"TERRA DE AREIA",0,7,198,12,0,0,0,0,11,0,3,6,2,2005
TEUTONIA,0,16,300,41,0,4,0,0,31,1,8,2,1,2005
"TIO HUGO",0,0,24,7,0,1,0,0,1,0,0,0,0,2005
"TIRADENTES DO SUL",0,3,60,5,0,0,0,0,1,0,0,8,1,2005
TOROPI,0,1,21,0,0,0,0,0,0,1,0,2,0,2005
TORRES,2,64,1589,101,0,6,4,1,80,2,121,20,25,2005
TRAMANDAI,4,73,2591,341,0,20,4,0,131,4,89,15,24,2005
TRAVESSEIRO,0,0,13,2,0,0,0,0,0,0,0,0,0,2005
"TRES ARROIOS",0,0,18,1,0,0,0,0,2,0,0,3,0,2005
"TRES CACHOEIRAS",0,7,149,9,0,3,1,0,6,0,0,2,0,2005
"TRES COROAS",0,15,462,51,1,6,3,1,52,1,15,29,2,2005
"TRES DE MAIO",3,9,380,19,0,0,1,0,21,2,9,15,1,2005
"TRES FORQUILHAS",0,2,17,2,0,0,0,0,0,0,0,2,0,2005
"TRES PALMEIRAS",0,0,43,3,0,0,0,0,5,0,0,3,0,2005
"TRES PASSOS",4,10,471,44,0,0,2,0,51,2,10,15,5,2005
"TRINDADE DO SUL",1,3,88,3,0,0,0,0,2,0,0,4,0,2005
TRIUNFO,0,19,401,49,0,8,0,1,21,0,9,21,2,2005
TUCUNDUVA,0,1,94,0,0,0,0,0,4,0,0,2,1,2005
TUNAS,1,0,21,1,0,0,0,0,2,0,0,5,0,2005
"TUPANCI DO SUL",0,0,18,0,0,0,0,0,2,0,0,0,0,2005
TUPANCIRETA,2,6,508,32,0,1,2,0,27,2,6,26,3,2005
TUPANDI,0,2,15,6,0,1,0,0,5,0,0,0,0,2005
TUPARENDI,0,1,53,1,0,0,0,0,10,0,0,1,0,2005
TURUCU,0,0,27,1,0,1,0,0,0,0,0,2,0,2005
UBIRETAMA,0,0,16,2,0,0,0,0,1,0,0,1,0,2005
"UNIAO DA SERRA",0,1,12,0,0,0,0,0,1,1,0,3,0,2005
UNISTALDA,0,0,29,1,0,0,0,0,0,0,1,5,0,2005
URUGUAIANA,17,182,2998,1142,4,49,14,0,133,2,49,140,16,2005
VACARIA,4,98,1635,263,0,10,3,0,96,0,40,83,18,2005
"VALE DO SOL",1,2,62,7,0,2,0,0,9,0,0,7,0,2005
"VALE REAL",0,1,60,8,0,0,0,0,9,0,2,3,1,2005
"VALE VERDE",0,0,46,2,0,0,0,0,7,1,0,3,0,2005
VANINI,0,0,14,1,0,0,0,0,0,0,0,1,0,2005
"VENANCIO AIRES",5,65,1157,111,0,14,2,0,152,1,17,20,8,2005
"VERA CRUZ",1,11,238,31,0,1,0,0,49,1,0,12,0,2005
VERANOPOLIS,3,17,387,27,1,2,1,0,35,1,7,17,6,2005
"VESPASIANO CORREA",0,0,14,0,0,0,0,0,3,0,0,0,0,2005
VIADUTOS,1,0,37,0,0,0,0,0,3,0,0,1,0,2005
VIAMAO,49,215,3768,1782,3,162,7,0,217,2,141,148,47,2005
"VICENTE DUTRA",2,4,59,5,0,1,0,0,2,0,0,5,0,2005
"VICTOR GRAEFF",0,5,39,2,0,0,0,0,6,0,0,1,0,2005
"VILA FLORES",0,2,40,2,0,0,0,0,2,0,0,4,0,2005
"VILA LANGARO",0,1,12,0,0,0,0,0,0,0,0,0,0,2005
"VILA MARIA",0,3,37,2,0,1,0,0,2,0,0,2,1,2005
"VILA NOVA DO SUL",0,0,80,1,0,0,0,0,2,1,0,1,0,2005
"VISTA ALEGRE",1,2,28,0,0,0,0,0,1,0,0,5,0,2005
"VISTA ALEGRE DO PRATA",0,0,11,0,0,0,0,0,2,0,0,0,0,2005
"VISTA GAUCHA",1,0,30,1,0,0,0,0,0,0,0,9,0,2005
"VITORIA DAS MISSOES",0,3,38,1,0,0,0,0,0,0,0,1,0,2005
WESTFALIA,0,2,6,1,0,1,0,0,0,0,0,1,0,2005
XANGRI-LA,0,21,992,95,0,6,2,0,29,10,32,6,0,2005
