municipio,homicidio,furtos_veiculo,furtos,roubos,latrocionio,roubo_veiculo,extorsao,extorsao_sequesto,estelionato,delitos_corrupcao,posse_entorpecente,delitos_municoes,trafico_entorpecente,ano
"ROCA SALES",0,3,94,5,0,1,0,0,9,0,12,3,1,2010
"RODEIO BONITO",0,0,51,1,0,0,0,0,4,0,3,3,0,2010
ROLADOR,0,1,20,0,0,0,0,0,2,0,1,2,0,2010
ROLANTE,1,7,133,23,0,1,0,0,13,0,18,14,4,2010
"RONDA ALTA",2,4,129,11,0,6,0,0,13,0,1,8,1,2010
RONDINHA,1,1,32,4,1,0,0,0,2,0,0,1,0,2010
"ROQUE GONZALES",0,2,62,4,0,0,0,0,3,0,0,7,2,2010
"ROSARIO DO SUL",7,12,1122,89,1,0,1,0,47,0,33,50,28,2010
"SAGRADA FAMILIA",1,1,7,1,1,0,0,0,0,0,0,0,0,2010
"SALDANHA MARINHO",0,1,22,3,0,0,0,0,2,0,0,2,0,2010
"SALTO DO JACUI",1,8,191,7,0,1,0,0,12,0,8,4,5,2010
"SALVADOR DAS MISSOES",0,2,33,0,0,0,0,0,3,0,1,0,0,2010
"SALVADOR DO SUL",0,5,35,0,0,0,0,0,1,0,3,1,0,2010
SANANDUVA,0,7,151,15,0,1,1,0,21,0,5,7,3,2010
"SANTA BARBARA DO SUL",2,2,97,6,0,2,1,0,6,0,1,7,3,2010
"SANTA CECILIA DO SUL",0,0,18,0,0,0,0,0,0,0,0,3,0,2010
"SANTA CLARA DO SUL",0,1,32,8,0,3,0,0,1,0,0,3,0,2010
"SANTA CRUZ DO SUL",9,179,2039,328,2,21,2,1,165,9,147,44,43,2010
"SANTA MARGARIDA DO SUL",0,0,24,1,0,0,0,0,0,0,1,1,0,2010
"SANTA MARIA",27,299,4607,1219,1,34,17,0,346,3,330,133,124,2010
"SANTA MARIA DO HERVAL",0,0,11,0,0,1,0,0,0,0,0,0,1,2010
"SANTA ROSA",8,50,968,64,0,2,1,0,88,1,72,33,43,2010
"SANTA TEREZA",0,1,14,1,0,0,0,0,0,0,0,1,0,2010
"SANTA VITORIA DO PALMAR",4,7,729,58,2,0,2,0,21,0,16,15,7,2010
"SANTANA DA BOA VISTA",3,2,39,4,0,0,0,0,5,0,0,5,0,2010
"SANTANA DO LIVRAMENTO",8,229,1543,164,1,13,2,0,76,2,51,58,15,2010
SANTIAGO,8,17,975,56,0,2,1,0,107,1,33,45,30,2010
"SANTO ANGELO",9,55,1632,186,0,7,9,0,129,1,44,56,30,2010
"SANTO ANTONIO DA PATRULHA",1,32,449,44,0,17,0,0,29,1,12,5,25,2010
"SANTO ANTONIO DAS MISSOES",6,2,146,14,0,0,0,0,2,0,7,11,3,2010
"SANTO ANTONIO DO PALMA",0,1,16,0,0,0,0,0,0,0,0,0,0,2010
"SANTO ANTONIO DO PLANALTO",0,1,13,1,0,0,0,0,0,0,0,1,0,2010
"SANTO AUGUSTO",0,7,152,8,0,1,1,0,13,0,4,14,2,2010
"SANTO CRISTO",1,4,67,2,0,1,0,0,5,0,10,5,0,2010
"SANTO EXPEDITO DO SUL",0,0,11,1,0,0,0,0,2,1,0,0,0,2010
"SAO BORJA",5,54,1088,114,0,1,2,0,40,0,20,42,15,2010
"SAO DOMINGOS DO SUL",0,1,22,5,0,0,0,0,3,0,1,2,2,2010
"SAO FRANCISCO DE ASSIS",0,3,235,14,0,0,0,0,9,0,3,28,2,2010
"SAO FRANCISCO DE PAULA",6,6,325,31,2,4,0,0,17,0,9,17,28,2010
"SAO GABRIEL",2,31,998,86,1,3,1,0,42,2,34,28,19,2010
"SAO JERONIMO",2,10,503,41,0,4,0,0,37,1,24,18,57,2010
"SAO JOAO DA URTIGA",0,0,16,2,0,1,0,0,1,0,0,5,0,2010
"SAO JOAO DO POLESINE",0,0,26,2,0,0,0,0,2,0,2,1,0,2010
"SAO JORGE",1,0,12,0,0,0,0,0,1,0,2,1,0,2010
"SAO JOSE DAS MISSOES",0,0,3,1,0,0,1,0,0,0,0,1,0,2010
"SAO JOSE DO HERVAL",0,2,34,3,0,0,0,0,0,0,1,4,0,2010
"SAO JOSE DO HORTENCIO",0,5,27,3,0,0,1,0,6,0,0,0,0,2010
"SAO JOSE DO INHACORA",0,1,4,2,0,0,0,0,1,0,0,0,0,2010
"SAO JOSE DO NORTE",1,4,452,39,0,0,2,0,10,0,27,11,7,2010
"SAO JOSE DO OURO",0,4,54,0,0,0,0,0,10,0,0,2,0,2010
"SAO JOSE DO SUL",0,1,13,1,0,0,0,0,1,0,0,0,0,2010
"SAO JOSE DOS AUSENTES",0,0,35,1,0,0,0,0,0,0,2,6,1,2010
"SAO LEOPOLDO",67,445,3894,1596,0,367,15,0,351,0,356,137,173,2010
"SAO LOURENCO DO SUL",2,15,583,39,1,1,1,0,33,0,17,14,13,2010
"SAO LUIZ GONZAGA",11,15,866,80,0,2,1,0,50,2,45,48,25,2010
"SAO MARCOS",0,15,188,36,0,5,0,0,24,0,15,9,18,2010
"SAO MARTINHO",0,0,67,1,0,0,0,0,3,0,1,0,0,2010
"SAO MARTINHO DA SERRA",1,0,43,0,0,0,0,0,2,0,0,2,0,2010
"SAO MIGUEL DAS MISSOES",1,0,63,5,0,0,0,0,2,0,0,7,0,2010
"SAO NICOLAU",1,3,153,1,0,0,0,0,3,0,1,10,1,2010
"SAO PAULO DAS MISSOES",0,0,17,1,0,0,0,0,3,0,1,5,1,2010
"SAO PEDRO DA SERRA",0,0,26,0,0,0,0,0,1,0,0,0,0,2010
"SAO PEDRO DAS MISSOES",0,0,17,1,0,0,0,0,0,0,0,2,0,2010
"SAO PEDRO DO BUTIA",0,0,13,0,0,0,0,0,4,0,0,0,0,2010
"SAO PEDRO DO SUL",1,5,351,27,0,0,1,0,19,0,4,7,7,2010
"SAO SEBASTIAO DO CAI",3,29,402,70,1,18,1,0,38,0,32,11,24,2010
"SAO SEPE",3,12,389,32,0,1,5,0,39,0,21,11,29,2010
"SAO VALENTIM",1,0,19,2,0,0,0,0,1,1,1,1,0,2010
"SAO VALENTIM DO SUL",0,0,20,1,0,0,0,0,0,0,0,1,0,2010
"SAO VALERIO DO SUL",0,0,13,1,0,0,0,0,0,0,0,2,0,2010
"SAO VENDELINO",1,1,19,3,0,0,0,0,0,0,0,0,0,2010
"SAO VICENTE DO SUL",1,0,118,2,0,0,0,0,11,0,0,3,2,2010
SAPIRANGA,4,85,1083,262,0,36,5,0,76,1,129,14,33,2010
"SAPUCAIA DO SUL",37,408,2276,1467,2,240,3,0,118,4,169,68,115,2010
SARANDI,4,7,331,38,0,4,1,0,29,2,12,8,12,2010
SEBERI,1,6,122,8,0,0,0,0,4,1,3,16,4,2010
"SEDE NOVA",0,1,12,0,0,0,0,0,0,0,0,0,0,2010
SEGREDO,0,1,59,0,0,0,0,0,0,0,0,2,0,2010
SELBACH,1,2,40,4,0,3,0,0,5,0,1,1,2,2010
"SENADOR SALGADO FILHO",0,1,13,0,0,0,0,0,0,0,0,1,0,2010
"SENTINELA DO SUL",0,4,76,8,0,2,0,0,4,0,0,6,0,2010
"SERAFINA CORREA",0,2,97,6,0,1,1,0,2,0,15,1,3,2010
SERIO,0,0,26,3,0,0,3,0,1,0,0,1,0,2010
SERTAO,0,3,50,3,0,0,0,0,0,0,1,5,0,2010
"SERTAO SANTANA",0,0,57,2,0,1,0,0,4,0,1,6,1,2010
"SETE DE SETEMBRO",0,1,26,0,0,0,0,0,1,0,0,1,0,2010
"SEVERIANO DE ALMEIDA",0,1,18,2,0,0,0,0,0,0,0,5,0,2010
"SILVEIRA MARTINS",0,0,34,2,0,0,0,0,4,0,0,0,0,2010
SINIMBU,0,0,44,5,0,1,0,0,3,0,0,3,0,2010
SOBRADINHO,1,3,352,32,0,2,1,0,27,0,9,5,9,2010
SOLEDADE,2,20,983,80,0,11,3,0,51,2,32,35,18,2010
TABAI,0,3,49,3,0,3,0,0,6,0,1,2,0,2010
TAPEJARA,0,24,306,25,0,3,1,0,27,0,10,10,13,2010
TAPERA,0,6,110,9,0,2,2,0,11,0,2,8,10,2010
TAPES,2,13,404,39,1,0,0,0,18,0,18,20,8,2010
TAQUARA,7,88,698,158,1,45,3,1,82,0,90,31,36,2010
TAQUARI,3,19,273,37,0,0,0,0,40,0,20,17,14,2010
"TAQUARUCU DO SUL",0,0,15,1,0,0,0,0,0,0,0,1,0,2010
TAVARES,0,1,75,2,0,0,0,0,0,0,2,1,5,2010
"TENENTE PORTELA",4,17,237,11,1,0,2,0,15,0,11,7,7,2010
"TERRA DE AREIA",2,6,157,11,0,1,0,0,3,0,6,3,9,2010
TEUTONIA,1,12,257,10,0,2,1,0,18,0,11,5,2,2010
"TIO HUGO",0,1,35,7,0,6,0,0,1,0,0,2,0,2010
"TIRADENTES DO SUL",0,0,34,1,0,0,0,0,0,0,0,2,0,2010
TOROPI,0,2,16,0,0,0,0,0,1,0,0,3,0,2010
TORRES,8,59,834,57,0,1,2,0,114,2,103,9,63,2010
TRAMANDAI,5,112,1880,194,1,20,5,0,86,0,75,24,96,2010
TRAVESSEIRO,0,0,8,0,0,0,0,0,1,0,0,0,0,2010
"TRES ARROIOS",0,0,25,0,0,0,0,0,1,0,0,3,0,2010
"TRES CACHOEIRAS",0,6,107,2,0,0,0,0,5,0,0,2,0,2010
"TRES COROAS",0,13,315,21,0,0,1,0,29,0,14,8,34,2010
"TRES DE MAIO",1,7,392,25,0,3,1,0,20,1,1,7,1,2010
"TRES FORQUILHAS",2,0,28,1,0,0,0,0,0,0,1,2,0,2010
"TRES PALMEIRAS",1,1,25,4,0,0,0,0,2,0,0,3,0,2010
"TRES PASSOS",3,13,319,16,0,0,0,0,43,1,17,14,33,2010
"TRINDADE DO SUL",1,0,35,2,0,0,0,0,4,0,1,7,0,2010
TRIUNFO,3,28,444,31,0,10,1,0,20,0,16,19,18,2010
TUCUNDUVA,1,3,47,2,0,1,0,0,4,0,0,1,0,2010
TUNAS,0,0,30,1,0,0,1,0,2,0,1,4,0,2010
"TUPANCI DO SUL",1,0,16,0,0,0,0,0,1,0,0,2,0,2010
TUPANCIRETA,3,4,268,33,0,0,0,0,26,0,8,16,3,2010
TUPANDI,0,3,15,0,0,1,0,0,1,0,1,0,0,2010
TUPARENDI,0,1,52,3,0,0,0,0,1,0,0,1,0,2010
TURUCU,0,1,24,1,0,0,0,0,1,0,0,4,0,2010
UBIRETAMA,0,0,11,0,0,0,0,0,4,0,0,0,0,2010
"UNIAO DA SERRA",0,0,4,0,0,0,0,0,1,0,0,2,0,2010
UNISTALDA,1,0,30,1,0,0,0,0,2,0,0,0,0,2010
URUGUAIANA,11,109,2018,509,1,11,8,0,256,4,60,66,114,2010
VACARIA,17,53,1299,172,0,3,3,1,61,0,50,63,51,2010
"VALE DO SOL",0,2,100,11,0,0,2,0,2,0,1,6,0,2010
"VALE REAL",0,1,20,1,0,1,0,0,9,0,5,2,7,2010
"VALE VERDE",0,1,48,2,0,1,0,0,1,0,0,0,0,2010
VANINI,0,0,9,0,0,0,0,0,2,0,0,0,0,2010
"VENANCIO AIRES",10,86,1011,102,1,31,2,0,76,0,33,15,13,2010
"VERA CRUZ",2,9,281,21,0,7,0,0,20,0,13,11,1,2010
VERANOPOLIS,0,11,319,16,0,4,0,0,23,1,12,6,6,2010
"VESPASIANO CORREA",0,0,14,0,0,0,0,0,1,0,0,1,0,2010
VIADUTOS,1,0,26,4,0,0,0,0,0,0,1,5,0,2010
VIAMAO,65,332,3209,1544,0,282,14,0,269,1,297,128,162,2010
"VICENTE DUTRA",2,4,48,1,0,0,0,0,4,0,3,11,3,2010
"VICTOR GRAEFF",0,3,27,2,0,1,0,0,3,1,0,1,0,2010
"VILA FLORES",0,3,37,2,0,1,0,0,1,0,0,0,1,2010
"VILA LANGARO",0,0,9,2,0,0,0,0,1,0,0,1,0,2010
"VILA MARIA",0,1,24,4,0,4,1,0,7,0,1,4,0,2010
"VILA NOVA DO SUL",0,1,56,2,0,0,0,0,2,0,1,2,1,2010
"VISTA ALEGRE",0,0,19,1,0,0,0,0,2,0,0,1,0,2010
"VISTA ALEGRE DO PRATA",0,0,16,2,0,0,0,0,3,0,0,0,0,2010
"VISTA GAUCHA",0,2,29,0,0,1,0,0,0,0,0,2,0,2010
"VITORIA DAS MISSOES",0,0,27,0,0,0,0,0,1,0,0,4,0,2010
WESTFALIA,0,1,17,2,0,0,0,0,0,0,0,0,0,2010
XANGRI-LA,0,16,1042,44,0,7,0,0,26,0,45,7,15,2010
