municipio,homicidio,furtos_veiculo,furtos,roubos,latrocionio,roubo_veiculo,extorsao,extorsao_sequesto,estelionato,delitos_corrupcao,posse_entorpecente,delitos_municoes,trafico_entorpecente
"SANTO ANTONIO DAS MISSOES",4,0,165,10,1,1,0,0,12,1,0,13,2
"SANTO ANTONIO DO PALMA",0,1,18,0,0,0,1,0,2,1,1,2,0
"SANTO ANTONIO DO PLANALTO",1,0,20,1,0,0,0,0,0,0,0,0,0
"SANTO AUGUSTO",1,2,218,16,0,0,0,0,10,0,5,7,4
"SANTO CRISTO",2,3,60,2,0,0,0,0,8,1,4,1,3
"SANTO EXPEDITO DO SUL",0,0,15,0,0,0,0,0,0,0,0,5,0
"SAO BORJA",5,26,1101,125,3,3,6,0,53,0,26,60,51
"SAO DOMINGOS DO SUL",0,0,17,3,0,0,0,0,2,0,0,0,0
"SAO FRANCISCO DE ASSIS",0,3,294,15,0,1,1,0,14,0,2,23,2
"SAO FRANCISCO DE PAULA",8,7,311,17,1,8,1,0,30,1,7,6,8
"SAO GABRIEL",3,16,984,92,0,0,3,0,25,0,46,25,16
"SAO JERONIMO",1,11,766,32,0,1,0,0,21,0,20,19,33
"SAO JOAO DA URTIGA",0,0,25,0,0,0,0,0,5,0,1,1,0
"SAO JOAO DO POLESINE",0,0,31,0,0,0,0,0,1,0,1,1,0
"SAO JORGE",0,1,21,1,0,0,0,0,1,0,1,0,0
"SAO JOSE DAS MISSOES",0,1,10,3,0,0,0,0,1,0,0,2,0
"SAO JOSE DO HERVAL",0,2,26,0,0,0,0,0,2,0,0,7,0
"SAO JOSE DO HORTENCIO",0,4,13,1,0,0,0,0,1,0,0,0,0
"SAO JOSE DO INHACORA",1,0,8,0,0,0,0,0,0,0,0,1,0
"SAO JOSE DO NORTE",0,4,426,42,0,1,0,0,11,0,34,6,15
"SAO JOSE DO OURO",0,3,39,3,0,0,1,0,3,0,0,5,0
"SAO JOSE DO SUL",0,0,11,1,0,0,0,0,0,0,0,0,0
"SAO JOSE DOS AUSENTES",2,0,35,1,0,0,0,0,7,1,0,0,2
"SAO LEOPOLDO",59,451,4792,2303,0,622,17,0,365,5,145,147,74
"SAO LOURENCO DO SUL",4,11,842,39,0,0,0,0,30,0,14,23,28
"SAO LUIZ GONZAGA",9,29,1124,97,0,8,5,0,41,0,20,29,12
"SAO MARCOS",2,1,185,18,0,3,0,0,26,0,7,3,6
"SAO MARTINHO",0,0,59,2,0,0,0,0,4,0,0,3,0
"SAO MARTINHO DA SERRA",0,0,63,0,0,0,0,0,0,0,0,0,0
"SAO MIGUEL DAS MISSOES",0,0,73,11,0,0,1,0,1,1,0,6,0
"SAO NICOLAU",1,1,185,5,1,0,0,0,4,0,3,13,0
"SAO PAULO DAS MISSOES",1,0,42,1,0,0,4,0,4,0,1,5,0
"SAO PEDRO DA SERRA",0,0,17,0,0,0,0,0,0,1,0,1,1
"SAO PEDRO DAS MISSOES",0,0,4,0,0,0,0,0,0,0,0,3,0
"SAO PEDRO DO BUTIA",0,1,22,0,0,0,0,0,2,0,0,1,0
"SAO PEDRO DO SUL",3,3,322,16,0,0,0,0,13,0,9,11,1
"SAO SEBASTIAO DO CAI",0,18,507,49,0,12,2,0,38,1,30,5,11
"SAO SEPE",4,12,863,51,0,1,1,0,33,0,11,18,24
"SAO VALENTIM",1,0,21,0,0,0,0,0,0,0,0,2,0
"SAO VALENTIM DO SUL",0,0,11,2,0,1,0,0,1,0,0,2,0
"SAO VALERIO DO SUL",1,1,6,0,0,0,0,0,0,0,0,9,0
"SAO VENDELINO",0,1,3,1,0,1,0,0,0,0,0,0,0
"SAO VICENTE DO SUL",1,1,108,5,2,0,1,0,6,0,1,4,1
SAPIRANGA,6,60,1512,241,0,51,2,0,121,1,72,18,17
"SAPUCAIA DO SUL",24,217,2549,1229,2,288,0,0,127,1,42,65,34
SARANDI,1,9,385,37,0,5,0,0,35,0,11,22,9
SEBERI,0,3,136,11,0,0,1,0,4,0,3,12,4
"SEDE NOVA",0,0,15,1,0,0,0,0,0,0,0,0,0
SEGREDO,1,0,43,3,0,1,0,0,5,0,0,11,0
SELBACH,0,3,68,3,0,0,1,0,7,2,1,5,0
"SENADOR SALGADO FILHO",0,0,12,0,0,0,0,0,0,0,0,1,0
"SENTINELA DO SUL",0,3,68,5,0,2,0,0,3,0,0,3,0
"SERAFINA CORREA",0,4,114,10,0,1,2,0,18,0,8,3,1
SERIO,0,1,21,0,0,0,0,0,1,0,0,4,0
SERTAO,1,1,50,8,0,0,0,0,4,0,0,3,0
"SERTAO SANTANA",0,0,53,10,0,0,3,0,2,0,0,1,0
"SETE DE SETEMBRO",0,0,20,2,0,0,0,0,0,0,0,0,0
"SEVERIANO DE ALMEIDA",0,1,44,1,0,0,0,0,2,0,0,0,0
"SILVEIRA MARTINS",0,0,27,2,0,0,1,0,3,0,0,2,0
SINIMBU,0,1,22,4,0,1,0,0,0,1,0,6,0
SOBRADINHO,1,13,339,24,0,2,2,0,29,1,10,14,9
SOLEDADE,3,9,1055,61,0,4,1,0,43,2,24,28,10
TABAI,0,2,36,12,0,3,0,0,2,0,0,0,2
TAPEJARA,0,30,310,20,0,7,1,0,14,0,6,7,4
TAPERA,0,14,112,7,1,2,1,0,14,1,1,3,8
TAPES,4,4,679,74,0,2,0,0,18,0,5,20,7
TAQUARA,16,69,1060,200,1,64,3,0,117,2,27,23,20
TAQUARI,5,26,461,50,0,4,3,0,30,0,26,10,8
"TAQUARUCU DO SUL",1,1,18,1,0,0,0,0,0,0,0,2,0
TAVARES,0,0,77,1,0,0,0,0,0,0,2,1,4
"TENENTE PORTELA",3,11,183,5,0,1,1,0,12,0,8,10,6
"TERRA DE AREIA",1,9,154,9,0,0,0,0,6,0,7,6,11
TEUTONIA,1,10,270,25,0,2,3,0,50,0,16,4,5
"TIO HUGO",0,0,26,4,0,0,0,0,0,0,0,2,0
"TIRADENTES DO SUL",0,6,50,1,0,0,0,0,0,0,0,2,0
TOROPI,0,1,26,1,0,0,0,0,0,0,0,1,0
TORRES,4,69,1084,148,0,8,2,0,78,2,118,20,70
TRAMANDAI,12,115,2165,249,0,25,10,0,114,1,78,24,41
TRAVESSEIRO,0,3,10,2,0,0,0,0,2,0,0,0,0
"TRES ARROIOS",0,1,25,0,0,1,0,0,1,0,0,0,1
"TRES CACHOEIRAS",1,5,102,14,0,0,1,0,5,0,2,4,0
"TRES COROAS",0,10,383,32,0,4,0,0,19,1,10,9,6
"TRES DE MAIO",2,16,546,24,0,2,0,0,52,1,1,8,3
"TRES FORQUILHAS",0,0,8,1,0,1,0,0,0,0,0,0,0
"TRES PALMEIRAS",1,1,36,1,0,0,0,0,12,0,0,1,0
"TRES PASSOS",4,31,358,25,0,0,1,0,29,2,6,21,13
"TRINDADE DO SUL",1,1,75,1,0,1,0,0,10,0,1,4,0
TRIUNFO,3,10,472,53,1,15,0,0,13,2,7,15,28
TUCUNDUVA,1,1,35,1,0,0,0,0,3,0,0,5,1
TUNAS,1,0,25,3,0,0,0,0,0,0,0,10,0
"TUPANCI DO SUL",0,1,17,0,0,0,0,0,2,1,0,8,0
TUPANCIRETA,3,15,290,19,0,1,1,0,24,0,10,15,4
TUPANDI,0,2,15,1,0,1,0,0,4,0,0,1,0
TUPARENDI,0,0,45,4,0,0,1,0,2,0,0,2,0
TURUCU,0,1,49,1,0,0,0,0,0,0,0,2,0
UBIRETAMA,0,1,19,1,0,0,0,0,2,0,0,1,0
"UNIAO DA SERRA",0,0,11,0,0,0,0,0,1,0,0,7,0
UNISTALDA,0,0,21,0,0,0,0,0,0,0,0,0,0
URUGUAIANA,18,188,2364,737,2,78,5,0,122,3,78,93,40
VACARIA,10,37,1291,200,1,3,1,0,73,3,67,64,35
"VALE DO SOL",1,1,99,11,0,1,0,0,0,0,0,14,0
"VALE REAL",0,1,41,8,0,0,0,0,3,0,1,2,0
"VALE VERDE",0,0,38,5,0,0,0,0,2,0,0,1,0
VANINI,0,3,9,3,0,0,0,0,6,0,0,0,0
"VENANCIO AIRES",7,38,1124,125,0,15,2,0,44,1,17,24,9
"VERA CRUZ",0,25,327,35,0,1,0,0,17,0,7,13,2
VERANOPOLIS,2,7,406,21,0,5,3,0,33,0,11,9,15
"VESPASIANO CORREA",0,0,16,0,0,0,1,0,1,0,0,1,0
VIADUTOS,1,1,22,2,0,0,0,0,1,0,0,5,0
VIAMAO,85,232,3599,2191,5,350,10,0,240,0,75,140,99
"VICENTE DUTRA",5,3,58,4,0,0,0,0,1,0,2,6,0
"VICTOR GRAEFF",0,5,29,1,0,1,0,0,2,0,0,1,0
"VILA FLORES",0,2,26,2,0,0,0,0,1,0,1,1,2
"VILA LANGARO",0,0,12,0,0,0,0,0,0,0,0,0,0
"VILA MARIA",0,4,54,1,0,1,0,0,1,0,0,1,0
"VILA NOVA DO SUL",1,0,80,5,0,0,1,0,2,0,0,1,0
"VISTA ALEGRE",1,0,14,2,0,0,0,0,1,0,0,1,0
"VISTA ALEGRE DO PRATA",0,0,6,0,0,0,0,0,2,0,0,0,0
"VISTA GAUCHA",1,0,25,0,0,0,0,0,0,0,0,11,0
"VITORIA DAS MISSOES",0,0,31,3,0,0,0,0,2,0,0,1,0
WESTFALIA,0,0,22,0,0,0,0,0,3,0,0,0,0
XANGRI-LA,1,13,904,48,0,0,2,0,22,0,48,5,8
