municipio,homicidio,furtos_veiculo,furtos,roubos,latrocionio,roubo_veiculo,extorsao,extorsao_sequesto,estelionato,delitos_corrupcao,posse_entorpecente,delitos_municoes,trafico_entorpecente
"SANTO ANTONIO DAS MISSOES",3,5,232,17,0,0,1,0,11,2,4,22,1
"SANTO ANTONIO DO PALMA",0,2,16,1,0,0,0,0,0,0,0,2,0
"SANTO ANTONIO DO PLANALTO",0,1,20,4,0,0,0,0,1,0,0,1,0
"SANTO AUGUSTO",1,11,297,8,0,0,1,0,9,1,4,4,4
"SANTO CRISTO",0,8,70,2,0,0,4,0,4,1,1,5,0
"SANTO EXPEDITO DO SUL",0,1,7,0,0,0,1,0,2,0,0,0,0
"SAO BORJA",7,60,1247,99,0,10,8,0,58,3,33,53,55
"SAO DOMINGOS DO SUL",0,1,18,0,0,0,0,0,2,0,0,1,0
"SAO FRANCISCO DE ASSIS",1,3,340,19,0,0,0,0,17,0,7,28,3
"SAO FRANCISCO DE PAULA",2,9,450,42,0,4,0,0,78,0,20,13,8
"SAO GABRIEL",0,19,1009,68,0,0,3,0,121,2,34,34,8
"SAO JERONIMO",2,10,551,38,0,6,0,0,91,0,15,11,21
"SAO JOAO DA URTIGA",0,0,12,0,0,0,0,0,1,0,0,2,0
"SAO JOAO DO POLESINE",0,0,68,2,0,0,1,0,0,0,0,1,0
"SAO JORGE",0,3,9,1,0,2,0,0,0,0,0,0,0
"SAO JOSE DAS MISSOES",0,2,17,1,0,0,0,0,1,0,0,6,0
"SAO JOSE DO HERVAL",1,0,22,6,0,1,0,0,3,0,0,0,0
"SAO JOSE DO HORTENCIO",0,2,18,5,0,0,0,0,7,0,0,1,0
"SAO JOSE DO INHACORA",0,0,4,1,0,0,0,0,0,0,0,0,0
"SAO JOSE DO NORTE",1,3,388,33,0,0,0,0,16,1,14,5,2
"SAO JOSE DO OURO",0,1,32,0,0,0,0,0,5,0,1,3,0
"SAO JOSE DO SUL",0,0,7,0,0,0,0,0,0,0,0,1,0
"SAO JOSE DOS AUSENTES",0,0,44,2,0,0,0,0,4,0,2,1,0
"SAO LEOPOLDO",63,753,5236,2576,4,815,22,0,480,4,110,146,57
"SAO LOURENCO DO SUL",2,15,878,52,0,1,1,0,73,1,7,18,10
"SAO LUIZ GONZAGA",9,26,1166,98,1,1,3,0,76,0,25,48,14
"SAO MARCOS",1,15,194,28,0,3,1,0,30,0,8,10,8
"SAO MARTINHO",0,2,76,3,0,0,0,0,2,0,1,4,0
"SAO MARTINHO DA SERRA",0,1,57,0,0,0,0,0,1,0,1,4,0
"SAO MIGUEL DAS MISSOES",0,2,92,8,0,0,0,0,1,0,0,14,0
"SAO NICOLAU",3,0,162,5,0,0,0,0,4,0,0,12,0
"SAO PAULO DAS MISSOES",0,0,36,1,0,0,0,0,1,0,0,4,1
"SAO PEDRO DA SERRA",1,0,14,3,0,0,0,0,0,0,0,0,0
"SAO PEDRO DAS MISSOES",0,1,3,0,0,0,0,0,0,0,0,2,0
"SAO PEDRO DO BUTIA",0,0,15,0,0,0,0,0,0,0,1,0,0
"SAO PEDRO DO SUL",1,3,348,29,0,0,1,0,26,0,7,14,1
"SAO SEBASTIAO DO CAI",5,20,513,56,0,8,1,0,58,1,27,10,14
"SAO SEPE",2,15,541,43,1,0,1,0,71,0,12,17,7
"SAO VALENTIM",0,1,25,1,0,2,0,0,1,1,0,0,0
"SAO VALENTIM DO SUL",0,1,15,1,1,0,0,0,2,0,0,1,0
"SAO VALERIO DO SUL",0,0,12,0,0,0,0,0,0,0,0,1,0
"SAO VENDELINO",0,2,7,2,0,3,0,0,0,0,0,0,0
"SAO VICENTE DO SUL",1,2,119,2,0,0,0,0,5,0,0,7,0
SAPIRANGA,10,50,1884,275,2,28,6,0,176,0,83,30,8
"SAPUCAIA DO SUL",21,381,2882,1418,1,344,7,0,213,2,17,52,16
SARANDI,0,14,433,23,0,1,0,0,24,1,5,12,7
SEBERI,1,6,165,4,0,1,0,0,7,0,2,10,2
"SEDE NOVA",0,0,30,1,0,0,0,0,0,0,0,0,0
SEGREDO,0,1,54,4,0,0,0,0,7,1,0,12,0
SELBACH,0,1,84,4,0,2,3,0,12,1,1,2,0
"SENADOR SALGADO FILHO",0,0,13,0,0,0,0,0,2,0,0,0,0
"SENTINELA DO SUL",0,1,58,4,1,2,1,0,2,0,0,0,0
"SERAFINA CORREA",0,2,138,9,1,0,4,0,16,1,8,7,3
SERIO,1,0,13,1,0,0,0,0,0,0,0,0,0
SERTAO,0,4,66,3,0,0,0,0,11,0,0,2,0
"SERTAO SANTANA",1,3,57,10,0,2,0,0,1,0,0,0,0
"SETE DE SETEMBRO",0,0,12,1,0,0,0,0,0,0,0,1,0
"SEVERIANO DE ALMEIDA",0,1,24,1,0,0,0,0,0,0,0,1,0
"SILVEIRA MARTINS",1,0,32,1,0,0,0,0,1,0,0,0,0
SINIMBU,2,1,28,3,0,0,0,0,3,0,1,3,0
SOBRADINHO,1,6,386,30,0,1,4,0,34,4,7,13,6
SOLEDADE,4,27,802,113,0,8,2,0,77,2,38,26,16
TABAI,0,3,28,7,0,0,0,0,3,0,0,1,0
TAPEJARA,1,7,299,14,0,2,0,0,14,0,4,6,3
TAPERA,0,10,126,7,0,1,1,0,23,0,3,7,5
TAPES,2,7,708,70,0,3,0,0,20,0,13,34,2
TAQUARA,12,127,903,247,3,53,1,0,144,1,47,30,14
TAQUARI,2,26,433,51,1,3,1,0,58,0,14,10,6
"TAQUARUCU DO SUL",0,0,7,0,0,0,0,0,3,0,0,0,0
TAVARES,0,0,106,2,0,0,0,0,9,0,0,1,0
"TENENTE PORTELA",2,7,187,11,0,0,0,0,21,0,0,14,2
"TERRA DE AREIA",1,8,154,25,0,1,1,0,18,0,3,6,2
TEUTONIA,0,9,309,24,0,1,1,0,21,0,11,5,1
"TIO HUGO",0,2,27,5,0,1,0,0,0,0,0,3,0
"TIRADENTES DO SUL",0,1,58,3,0,0,0,0,6,0,0,8,0
TOROPI,1,2,32,0,0,0,1,0,1,0,1,2,0
TORRES,7,81,1403,90,1,4,2,0,112,1,125,28,45
TRAMANDAI,10,97,2531,241,1,32,4,0,138,2,96,17,40
TRAVESSEIRO,0,1,6,1,0,0,1,0,3,0,0,0,0
"TRES ARROIOS",0,0,14,0,0,0,0,0,2,0,0,4,0
"TRES CACHOEIRAS",0,3,99,4,0,0,0,0,9,0,4,2,1
"TRES COROAS",1,10,405,38,0,10,0,0,48,2,20,9,3
"TRES DE MAIO",2,10,527,16,0,1,1,0,33,1,4,8,4
"TRES FORQUILHAS",0,0,17,3,0,0,0,0,4,0,1,1,0
"TRES PALMEIRAS",0,1,37,5,0,0,0,0,0,0,3,3,0
"TRES PASSOS",3,15,482,16,0,0,1,0,26,1,4,23,4
"TRINDADE DO SUL",0,3,80,6,0,0,0,0,2,0,0,8,0
TRIUNFO,3,15,429,62,1,9,1,0,37,2,13,9,7
TUCUNDUVA,0,2,57,2,0,0,0,0,1,0,0,2,0
TUNAS,0,0,31,4,0,0,1,0,6,1,0,8,0
"TUPANCI DO SUL",1,0,19,1,0,0,0,0,2,0,0,1,0
TUPANCIRETA,2,4,324,31,0,0,3,0,42,0,6,31,2
TUPANDI,1,0,16,2,0,0,0,0,1,0,0,0,0
TUPARENDI,0,1,73,3,0,0,0,0,4,0,0,2,0
TURUCU,0,0,31,1,0,0,0,0,2,0,0,0,0
UBIRETAMA,0,0,10,0,0,0,0,0,0,0,0,0,0
"UNIAO DA SERRA",0,1,13,2,0,0,0,0,0,0,0,0,0
UNISTALDA,0,0,37,0,0,0,0,0,8,0,0,0,0
URUGUAIANA,18,161,2313,773,2,142,10,0,123,5,77,139,30
VACARIA,11,24,1340,184,0,4,7,0,85,4,48,61,24
"VALE DO SOL",2,0,101,12,0,3,0,0,6,0,0,7,0
"VALE REAL",0,1,60,6,0,0,0,0,8,0,1,4,0
"VALE VERDE",1,0,68,6,0,0,0,0,2,0,0,1,0
VANINI,0,2,14,0,0,0,0,0,1,0,0,0,0
"VENANCIO AIRES",3,53,1333,123,2,14,2,0,100,0,12,27,9
"VERA CRUZ",2,7,269,30,0,4,0,0,18,0,3,13,2
VERANOPOLIS,1,14,328,21,0,1,1,0,45,0,9,10,17
"VESPASIANO CORREA",0,1,16,4,0,0,0,0,1,0,0,1,0
VIADUTOS,0,1,36,1,0,0,0,0,5,0,0,8,0
VIAMAO,59,184,3964,1854,6,260,16,0,327,1,63,134,51
"VICENTE DUTRA",3,2,59,9,0,1,1,0,1,0,0,4,0
"VICTOR GRAEFF",0,4,20,4,0,1,0,0,1,0,1,1,0
"VILA FLORES",0,1,32,3,0,0,0,0,3,0,0,4,4
"VILA LANGARO",0,1,14,0,0,0,0,0,0,0,0,0,0
"VILA MARIA",0,3,31,0,0,0,0,0,4,0,0,2,0
"VILA NOVA DO SUL",0,0,84,1,0,0,1,0,40,0,0,3,0
"VISTA ALEGRE",0,2,25,0,0,0,0,0,2,0,0,3,0
"VISTA ALEGRE DO PRATA",0,0,6,0,0,0,0,0,0,0,0,1,0
"VISTA GAUCHA",0,0,19,3,0,0,0,0,2,1,0,5,0
"VITORIA DAS MISSOES",0,0,22,1,0,1,0,0,4,0,1,7,0
WESTFALIA,0,0,10,1,0,0,0,0,0,0,0,1,1
XANGRI-LA,0,23,967,74,0,3,2,0,31,0,34,8,13
