municipio,homicidio,furtos_veiculo,furtos,roubos,latrocionio,roubo_veiculo,extorsao,extorsao_sequesto,estelionato,delitos_corrupcao,posse_entorpecente,delitos_municoes,trafico_entorpecente
"SANTO ANTONIO DAS MISSOES",0,6,238,22,0,2,0,0,14,1,2,23,0
"SANTO ANTONIO DO PALMA",0,1,9,0,0,0,0,0,1,0,0,1,0
"SANTO ANTONIO DO PLANALTO",0,0,18,0,0,0,0,0,0,0,0,0,0
"SANTO AUGUSTO",3,5,266,7,0,1,0,0,20,3,2,13,0
"SANTO CRISTO",0,3,88,4,0,1,0,0,9,0,2,8,0
"SANTO EXPEDITO DO SUL",0,1,5,1,0,0,0,0,2,0,0,4,0
"SAO BORJA",4,47,1698,136,0,10,7,0,60,1,12,55,9
"SAO DOMINGOS DO SUL",0,1,22,1,0,0,0,0,0,0,0,1,0
"SAO FRANCISCO DE ASSIS",4,2,239,11,0,1,0,0,17,0,3,20,1
"SAO FRANCISCO DE PAULA",1,20,384,41,0,4,0,0,10,0,8,28,0
"SAO GABRIEL",5,14,1199,71,0,1,4,0,53,4,31,33,10
"SAO JERONIMO",1,10,440,24,0,0,0,0,25,0,26,21,13
"SAO JOAO DA URTIGA",0,0,22,0,0,0,0,0,1,0,0,16,0
"SAO JOAO DO POLESINE",0,0,29,1,0,0,0,0,3,0,1,0,0
"SAO JORGE",0,1,19,0,0,0,0,0,3,0,0,1,0
"SAO JOSE DAS MISSOES",0,0,21,0,0,0,0,0,0,0,0,5,0
"SAO JOSE DO HERVAL",0,3,20,3,0,0,0,0,1,0,0,1,0
"SAO JOSE DO HORTENCIO",0,1,11,0,0,0,0,0,2,0,2,0,0
"SAO JOSE DO INHACORA",0,0,10,0,0,0,0,0,0,0,0,0,0
"SAO JOSE DO NORTE",0,4,247,33,0,0,0,0,12,0,11,6,4
"SAO JOSE DO OURO",1,1,40,3,0,0,0,0,11,0,0,5,0
"SAO JOSE DO SUL",0,2,15,1,0,0,0,0,1,0,0,1,0
"SAO JOSE DOS AUSENTES",0,0,16,1,0,0,0,0,0,0,0,0,0
"SAO LEOPOLDO",52,676,5093,2137,3,661,12,0,255,3,120,133,41
"SAO LOURENCO DO SUL",3,9,816,48,1,0,2,0,47,0,11,24,6
"SAO LUIZ GONZAGA",5,42,892,71,0,7,0,0,65,1,16,48,6
"SAO MARCOS",3,15,212,23,0,6,1,0,24,0,6,13,3
"SAO MARTINHO",1,4,51,3,0,1,0,0,2,0,0,7,0
"SAO MARTINHO DA SERRA",0,0,54,0,0,0,0,0,0,0,0,0,0
"SAO MIGUEL DAS MISSOES",2,1,109,6,0,0,0,0,6,0,0,16,0
"SAO NICOLAU",2,1,119,1,1,0,0,0,0,0,0,16,0
"SAO PAULO DAS MISSOES",0,1,43,5,0,0,0,0,8,0,0,1,0
"SAO PEDRO DA SERRA",0,5,27,4,0,1,0,0,0,0,1,0,0
"SAO PEDRO DAS MISSOES",0,1,10,0,0,0,0,0,1,0,0,0,0
"SAO PEDRO DO BUTIA",0,1,11,0,0,0,0,0,0,0,0,1,0
"SAO PEDRO DO SUL",0,9,325,26,0,1,0,0,16,1,1,13,4
"SAO SEBASTIAO DO CAI",1,26,492,55,0,14,1,0,29,1,14,8,6
"SAO SEPE",3,14,603,34,0,0,0,0,25,0,3,16,4
"SAO VALENTIM",1,0,32,1,0,0,0,1,1,0,0,2,0
"SAO VALENTIM DO SUL",0,2,10,0,0,0,0,0,0,0,0,1,0
"SAO VALERIO DO SUL",0,0,13,0,0,0,0,0,0,0,0,2,0
"SAO VENDELINO",0,1,23,10,0,5,0,0,1,0,0,3,0
"SAO VICENTE DO SUL",1,0,121,8,0,0,0,0,4,0,0,3,1
SAPIRANGA,5,63,1623,262,0,49,1,0,100,1,108,53,3
"SAPUCAIA DO SUL",16,292,2642,1446,5,312,3,1,131,4,31,78,21
SARANDI,3,12,325,18,0,1,0,0,29,2,12,13,1
SEBERI,2,9,117,3,0,0,0,0,16,0,1,15,1
"SEDE NOVA",1,1,44,2,0,0,0,0,1,0,0,1,0
SEGREDO,1,0,59,1,0,0,0,0,2,0,0,8,0
SELBACH,1,2,63,3,0,0,1,0,7,0,1,1,0
"SENADOR SALGADO FILHO",0,1,13,0,0,0,0,0,0,0,0,2,0
"SENTINELA DO SUL",0,5,75,5,0,0,0,0,3,0,0,3,0
"SERAFINA CORREA",0,6,92,4,0,3,0,0,18,0,5,9,1
SERIO,0,0,14,0,0,0,0,0,1,0,0,1,0
SERTAO,1,4,111,3,1,2,0,0,5,0,0,12,0
"SERTAO SANTANA",0,6,65,9,0,0,0,0,3,0,0,4,0
"SETE DE SETEMBRO",0,0,24,1,0,0,0,0,2,0,0,0,0
"SEVERIANO DE ALMEIDA",0,0,36,0,0,0,0,0,4,0,0,1,0
"SILVEIRA MARTINS",0,1,31,0,0,0,0,0,2,0,0,0,0
SINIMBU,0,6,64,6,0,0,0,0,0,0,0,4,0
SOBRADINHO,0,7,227,20,0,0,0,0,17,1,6,19,5
SOLEDADE,4,31,668,73,1,5,3,0,46,0,25,47,8
TABAI,0,1,27,4,0,2,0,0,0,0,0,1,1
TAPEJARA,1,18,261,7,0,1,1,0,17,0,8,8,4
TAPERA,1,7,137,8,0,0,2,0,20,1,2,5,2
TAPES,1,2,366,26,0,1,0,0,13,0,10,26,7
TAQUARA,5,144,1245,250,0,77,1,0,72,4,25,32,10
TAQUARI,1,28,457,27,0,3,2,0,32,0,12,21,5
"TAQUARUCU DO SUL",0,1,26,2,0,0,0,0,0,0,0,2,0
TAVARES,1,2,121,3,0,0,0,0,5,0,2,4,2
"TENENTE PORTELA",3,9,272,18,0,0,1,0,29,2,7,12,3
"TERRA DE AREIA",0,6,234,7,0,2,0,0,6,0,1,3,0
TEUTONIA,0,14,256,20,0,3,1,0,36,0,8,4,3
"TIO HUGO",0,1,29,2,0,1,0,0,0,0,1,0,0
"TIRADENTES DO SUL",0,3,57,3,0,0,0,0,4,0,2,4,0
TOROPI,0,1,13,1,0,0,0,0,0,0,0,3,0
TORRES,3,74,1569,79,0,5,4,0,69,0,128,25,26
TRAMANDAI,6,109,2542,268,0,21,3,0,105,1,110,23,14
TRAVESSEIRO,0,0,9,0,0,0,0,0,0,0,0,2,0
"TRES ARROIOS",1,0,25,3,0,0,0,0,6,0,0,3,0
"TRES CACHOEIRAS",0,7,110,4,0,1,0,0,4,0,2,2,1
"TRES COROAS",8,18,464,60,0,4,0,0,29,2,14,17,1
"TRES DE MAIO",1,8,397,33,0,0,2,0,30,0,5,20,5
"TRES FORQUILHAS",0,0,3,0,0,0,0,0,0,0,0,0,0
"TRES PALMEIRAS",0,2,51,2,0,0,0,0,2,0,0,7,0
"TRES PASSOS",3,22,648,15,0,0,0,0,51,5,8,18,2
"TRINDADE DO SUL",2,0,83,3,0,0,0,0,3,0,0,11,0
TRIUNFO,1,24,352,35,0,9,0,0,18,1,2,14,1
TUCUNDUVA,0,0,58,0,0,0,0,0,2,0,0,3,1
TUNAS,1,0,19,4,0,0,0,0,2,1,0,15,0
"TUPANCI DO SUL",0,0,22,0,0,0,0,0,0,0,0,2,0
TUPANCIRETA,3,7,466,41,0,1,3,0,27,0,2,25,2
TUPANDI,1,3,8,0,0,0,0,0,2,0,0,1,0
TUPARENDI,1,1,46,2,0,0,0,0,2,0,0,3,0
TURUCU,0,1,27,6,0,0,1,0,0,0,0,1,0
UBIRETAMA,0,0,20,0,0,0,0,0,0,0,0,0,0
"UNIAO DA SERRA",0,0,19,1,0,0,0,0,0,0,0,0,0
UNISTALDA,1,0,35,0,0,0,0,0,0,0,0,4,0
URUGUAIANA,22,173,3112,1266,1,71,8,0,94,4,82,155,19
VACARIA,10,64,1399,252,1,7,1,0,66,2,24,76,11
"VALE DO SOL",1,2,71,4,0,1,0,0,2,0,0,4,2
"VALE REAL",0,1,57,5,0,0,0,0,6,0,1,5,0
"VALE VERDE",2,2,30,4,0,0,0,0,1,0,0,5,0
VANINI,0,0,14,0,0,0,0,0,0,0,0,1,0
"VENANCIO AIRES",4,84,1186,95,0,13,4,0,66,0,17,37,10
"VERA CRUZ",2,23,277,25,0,8,2,0,20,0,3,23,1
VERANOPOLIS,1,13,443,25,0,2,4,0,39,0,3,9,14
"VESPASIANO CORREA",0,0,16,0,0,0,0,0,1,1,0,1,0
VIADUTOS,0,1,43,0,0,0,0,0,0,0,0,4,0
VIAMAO,30,204,3929,2064,3,113,5,0,175,3,192,149,45
"VICENTE DUTRA",3,1,64,3,0,0,0,0,3,0,0,7,0
"VICTOR GRAEFF",1,1,42,4,0,0,0,0,1,0,0,2,0
"VILA FLORES",0,0,23,1,0,0,2,0,2,1,0,2,0
"VILA LANGARO",0,0,13,0,0,0,0,0,1,0,0,1,0
"VILA MARIA",0,10,74,1,0,1,0,0,3,1,0,0,0
"VILA NOVA DO SUL",0,0,83,1,0,0,0,0,0,0,0,5,1
"VISTA ALEGRE",0,2,27,0,0,0,0,0,2,0,0,3,0
"VISTA ALEGRE DO PRATA",0,0,6,0,0,0,0,0,2,0,0,1,0
"VISTA GAUCHA",1,1,9,0,0,0,0,0,3,0,0,4,0
"VITORIA DAS MISSOES",0,0,28,0,0,1,0,0,0,0,0,1,0
WESTFALIA,0,0,10,0,0,0,0,0,1,0,0,0,0
XANGRI-LA,1,13,1080,89,0,5,0,0,14,0,85,5,5
