municipio,homicidio,furtos_veiculo,furtos,roubos,latrocionio,roubo_veiculo,extorsao,extorsao_sequesto,estelionato,delitos_corrupcao,posse_entorpecente,delitos_municoes,trafico_entorpecente
"SANTO ANTONIO DAS MISSOES",2,3,291,6,0,0,0,0,16,0,4,11,0
"SANTO ANTONIO DO PALMA",0,2,11,0,0,0,0,0,0,0,0,0,0
"SANTO ANTONIO DO PLANALTO",0,0,20,0,0,0,0,0,1,0,0,0,0
"SANTO AUGUSTO",1,0,311,17,0,0,0,0,15,0,1,14,5
"SANTO CRISTO",0,1,129,1,0,0,0,0,12,0,2,2,0
"SANTO EXPEDITO DO SUL",0,0,15,0,0,0,0,0,1,0,0,4,0
"SAO BORJA",9,84,1701,118,2,4,7,0,74,0,17,66,6
"SAO DOMINGOS DO SUL",0,1,33,1,0,0,0,0,3,0,0,1,0
"SAO FRANCISCO DE ASSIS",2,3,263,13,0,0,1,0,14,0,4,32,0
"SAO FRANCISCO DE PAULA",4,15,444,15,2,5,1,0,23,0,7,9,6
"SAO GABRIEL",3,11,1030,50,0,0,0,0,53,1,18,31,6
"SAO JERONIMO",1,16,524,21,2,2,0,0,25,0,22,11,7
"SAO JOAO DA URTIGA",0,2,31,0,0,0,0,0,2,0,0,6,0
"SAO JOAO DO POLESINE",0,0,43,4,0,0,0,0,5,0,0,0,0
"SAO JORGE",0,0,15,0,0,0,0,0,1,0,0,0,0
"SAO JOSE DAS MISSOES",0,3,24,3,0,0,0,0,0,0,0,4,0
"SAO JOSE DO HERVAL",1,3,40,2,0,0,0,0,0,0,0,7,0
"SAO JOSE DO HORTENCIO",0,2,15,1,0,0,0,0,4,0,0,0,0
"SAO JOSE DO INHACORA",0,0,7,1,0,0,0,0,0,0,0,0,0
"SAO JOSE DO NORTE",0,4,308,26,0,0,0,0,13,0,8,6,2
"SAO JOSE DO OURO",0,1,47,2,0,0,0,0,13,1,0,5,0
"SAO JOSE DO SUL",0,0,7,1,0,0,0,0,1,0,0,0,0
"SAO JOSE DOS AUSENTES",1,0,18,0,0,0,0,0,1,0,1,1,0
"SAO LEOPOLDO",49,631,4736,2261,4,722,8,2,334,11,84,110,39
"SAO LOURENCO DO SUL",2,5,931,62,0,1,1,0,47,0,16,18,4
"SAO LUIZ GONZAGA",1,22,1103,100,3,6,1,0,82,1,28,44,4
"SAO MARCOS",1,9,230,19,0,5,0,0,25,0,11,16,7
"SAO MARTINHO",1,1,66,4,0,0,0,0,6,0,0,2,0
"SAO MARTINHO DA SERRA",1,0,68,0,0,0,0,0,3,0,1,3,0
"SAO MIGUEL DAS MISSOES",0,1,133,4,0,0,0,0,4,0,0,11,0
"SAO NICOLAU",1,1,114,1,0,0,0,0,2,0,0,17,0
"SAO PAULO DAS MISSOES",1,0,47,2,0,0,1,0,6,0,1,10,0
"SAO PEDRO DA SERRA",0,2,18,1,0,0,0,0,1,0,0,0,0
"SAO PEDRO DAS MISSOES",0,1,7,0,0,0,0,0,0,0,1,0,0
"SAO PEDRO DO BUTIA",0,0,24,0,0,0,0,0,1,0,1,1,0
"SAO PEDRO DO SUL",4,2,298,20,0,1,0,0,17,1,1,8,3
"SAO SEBASTIAO DO CAI",2,25,538,67,0,19,0,0,42,1,8,8,10
"SAO SEPE",1,6,626,40,0,0,1,0,30,1,3,21,4
"SAO VALENTIM",0,0,23,2,0,0,0,0,2,1,0,1,0
"SAO VALENTIM DO SUL",0,0,10,2,0,0,0,0,0,0,0,4,0
"SAO VALERIO DO SUL",0,1,19,0,0,0,0,0,0,0,0,2,0
"SAO VENDELINO",0,2,23,9,0,3,0,0,3,0,0,0,0
"SAO VICENTE DO SUL",0,0,128,5,0,0,0,0,6,1,1,8,0
SAPIRANGA,10,81,1668,312,2,46,3,0,109,1,68,40,4
"SAPUCAIA DO SUL",16,214,2619,1400,2,311,9,0,130,1,25,79,25
SARANDI,1,8,332,27,0,0,1,0,34,1,5,10,3
SEBERI,3,7,165,7,0,0,0,0,9,0,4,20,0
"SEDE NOVA",0,0,39,2,0,0,0,0,3,0,0,2,0
SEGREDO,1,1,55,6,0,0,0,0,14,0,0,10,0
SELBACH,0,1,97,0,0,1,0,0,6,0,0,0,0
"SENADOR SALGADO FILHO",0,0,28,0,0,0,1,0,0,0,0,2,0
"SENTINELA DO SUL",0,3,78,5,0,1,1,0,1,0,0,3,0
"SERAFINA CORREA",0,9,135,2,0,1,0,0,8,0,8,10,4
SERIO,0,0,32,1,0,0,0,0,0,0,0,0,0
SERTAO,3,4,100,3,0,0,0,0,12,0,1,3,0
"SERTAO SANTANA",0,5,65,9,0,0,0,0,1,0,0,3,0
"SETE DE SETEMBRO",0,0,20,3,0,0,0,0,0,0,0,0,0
"SEVERIANO DE ALMEIDA",0,0,42,1,0,0,0,0,4,0,1,1,0
"SILVEIRA MARTINS",0,1,38,0,0,0,0,0,2,0,1,2,0
SINIMBU,0,3,46,11,0,0,0,0,14,1,0,3,0
SOBRADINHO,0,5,213,28,0,0,0,0,24,0,2,21,2
SOLEDADE,7,39,869,116,0,5,1,0,72,1,23,41,8
TABAI,0,3,42,11,0,2,0,0,0,0,2,1,1
TAPEJARA,2,10,271,12,0,0,0,0,17,0,7,6,2
TAPERA,0,7,182,7,0,1,0,0,23,0,3,14,1
TAPES,2,3,461,48,0,3,2,0,14,0,3,21,1
TAQUARA,7,126,1049,227,1,64,5,0,104,2,38,29,22
TAQUARI,1,25,406,43,0,1,0,0,32,0,7,9,14
"TAQUARUCU DO SUL",0,0,27,0,0,0,0,0,0,0,0,0,0
TAVARES,1,1,97,3,0,0,0,0,4,0,0,0,1
"TENENTE PORTELA",5,8,324,15,0,2,0,0,22,2,4,13,6
"TERRA DE AREIA",0,7,198,12,0,0,0,0,11,0,3,6,2
TEUTONIA,0,16,300,41,0,4,0,0,31,1,8,2,1
"TIO HUGO",0,0,24,7,0,1,0,0,1,0,0,0,0
"TIRADENTES DO SUL",0,3,60,5,0,0,0,0,1,0,0,8,1
TOROPI,0,1,21,0,0,0,0,0,0,1,0,2,0
TORRES,2,64,1589,101,0,6,4,1,80,2,121,20,25
TRAMANDAI,4,73,2591,341,0,20,4,0,131,4,89,15,24
TRAVESSEIRO,0,0,13,2,0,0,0,0,0,0,0,0,0
"TRES ARROIOS",0,0,18,1,0,0,0,0,2,0,0,3,0
"TRES CACHOEIRAS",0,7,149,9,0,3,1,0,6,0,0,2,0
"TRES COROAS",0,15,462,51,1,6,3,1,52,1,15,29,2
"TRES DE MAIO",3,9,380,19,0,0,1,0,21,2,9,15,1
"TRES FORQUILHAS",0,2,17,2,0,0,0,0,0,0,0,2,0
"TRES PALMEIRAS",0,0,43,3,0,0,0,0,5,0,0,3,0
"TRES PASSOS",4,10,471,44,0,0,2,0,51,2,10,15,5
"TRINDADE DO SUL",1,3,88,3,0,0,0,0,2,0,0,4,0
TRIUNFO,0,19,401,49,0,8,0,1,21,0,9,21,2
TUCUNDUVA,0,1,94,0,0,0,0,0,4,0,0,2,1
TUNAS,1,0,21,1,0,0,0,0,2,0,0,5,0
"TUPANCI DO SUL",0,0,18,0,0,0,0,0,2,0,0,0,0
TUPANCIRETA,2,6,508,32,0,1,2,0,27,2,6,26,3
TUPANDI,0,2,15,6,0,1,0,0,5,0,0,0,0
TUPARENDI,0,1,53,1,0,0,0,0,10,0,0,1,0
TURUCU,0,0,27,1,0,1,0,0,0,0,0,2,0
UBIRETAMA,0,0,16,2,0,0,0,0,1,0,0,1,0
"UNIAO DA SERRA",0,1,12,0,0,0,0,0,1,1,0,3,0
UNISTALDA,0,0,29,1,0,0,0,0,0,0,1,5,0
URUGUAIANA,17,182,2998,1142,4,49,14,0,133,2,49,140,16
VACARIA,4,98,1635,263,0,10,3,0,96,0,40,83,18
"VALE DO SOL",1,2,62,7,0,2,0,0,9,0,0,7,0
"VALE REAL",0,1,60,8,0,0,0,0,9,0,2,3,1
"VALE VERDE",0,0,46,2,0,0,0,0,7,1,0,3,0
VANINI,0,0,14,1,0,0,0,0,0,0,0,1,0
"VENANCIO AIRES",5,65,1157,111,0,14,2,0,152,1,17,20,8
"VERA CRUZ",1,11,238,31,0,1,0,0,49,1,0,12,0
VERANOPOLIS,3,17,387,27,1,2,1,0,35,1,7,17,6
"VESPASIANO CORREA",0,0,14,0,0,0,0,0,3,0,0,0,0
VIADUTOS,1,0,37,0,0,0,0,0,3,0,0,1,0
VIAMAO,49,215,3768,1782,3,162,7,0,217,2,141,148,47
"VICENTE DUTRA",2,4,59,5,0,1,0,0,2,0,0,5,0
"VICTOR GRAEFF",0,5,39,2,0,0,0,0,6,0,0,1,0
"VILA FLORES",0,2,40,2,0,0,0,0,2,0,0,4,0
"VILA LANGARO",0,1,12,0,0,0,0,0,0,0,0,0,0
"VILA MARIA",0,3,37,2,0,1,0,0,2,0,0,2,1
"VILA NOVA DO SUL",0,0,80,1,0,0,0,0,2,1,0,1,0
"VISTA ALEGRE",1,2,28,0,0,0,0,0,1,0,0,5,0
"VISTA ALEGRE DO PRATA",0,0,11,0,0,0,0,0,2,0,0,0,0
"VISTA GAUCHA",1,0,30,1,0,0,0,0,0,0,0,9,0
"VITORIA DAS MISSOES",0,3,38,1,0,0,0,0,0,0,0,1,0
WESTFALIA,0,2,6,1,0,1,0,0,0,0,0,1,0
XANGRI-LA,0,21,992,95,0,6,2,0,29,10,32,6,0
