Cidade;Descricao;Unidade;Valor
David Canabarro.csv;População residente - cor ou raça - Branca;pessoas;4164
David Canabarro.csv;População residente - cor ou raça - Preta;pessoas;114
David Canabarro.csv;População residente - cor ou raça - Parda;pessoas;403
David Canabarro.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;43
David Canabarro.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;2
David Canabarro.csv;Área da unidade territorial;Km²;174.940
David Canabarro.csv;Eleitorado;Eleitores;3784
David Canabarro.csv;PIB per capita a preços correntes;Reais;16503.39
David Canabarro.csv;Matrícula - Ensino fundamental - 2009;Matrículas;640
David Canabarro.csv;Matrícula - Ensino médio - 2009;Matrículas;235
David Canabarro.csv;Docentes - Ensino fundamental - 2009;Docentes;69
David Canabarro.csv;Docentes - Ensino médio - 2009;Docentes;29
David Canabarro.csv;Estabelecimentos de Saúde SUS;estabelecimentos;2
David Canabarro.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;62
David Canabarro.csv;Receitas orçamentárias realizadas - Correntes;Reais;880892614
David Canabarro.csv;Despesas orçamentárias empenhadas - Correntes;Reais;670187289
David Canabarro.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398917557
David Canabarro.csv;Número de unidades locais;Unidades;235
David Canabarro.csv;Pessoal ocupado total;Pessoas;825
Derrubadas.csv;Total de endereços urbanos;endereços;407
Derrubadas.csv;Total de endereços rurais;endereços;861
Derrubadas.csv;Total de estabelecimentos de ensino;estabelecimentos;12
Derrubadas.csv;Total de estabelecimentos de saúde;estabelecimentos;2
Derrubadas.csv;Domicílios particulares permanentes;domicílios;1055
Derrubadas.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;792
Derrubadas.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;1046
Derrubadas.csv;População residente ;pessoas;3190
Derrubadas.csv;População residente - Homens;pessoas;1604
Derrubadas.csv;População residente - Mulheres;pessoas;1586
Derrubadas.csv;População residente alfabetizada;pessoas;2748
Derrubadas.csv;População residente - cor ou raça - Branca;pessoas;2540
Derrubadas.csv;População residente - cor ou raça - Preta;pessoas;79
Derrubadas.csv;População residente - cor ou raça - Parda;pessoas;543
Derrubadas.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;108
Derrubadas.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;3
Derrubadas.csv;Área da unidade territorial;Km²;361.286
Derrubadas.csv;Eleitorado;Eleitores;2595
Derrubadas.csv;PIB per capita a preços correntes;Reais;12797.41
Derrubadas.csv;Matrícula - Ensino fundamental - 2009;Matrículas;556
Derrubadas.csv;Matrícula - Ensino médio - 2009;Matrículas;120
Derrubadas.csv;Docentes - Ensino fundamental - 2009;Docentes;64
Derrubadas.csv;Docentes - Ensino médio - 2009;Docentes;12
Derrubadas.csv;Estabelecimentos de Saúde SUS;estabelecimentos;2
Derrubadas.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;
Derrubadas.csv;Receitas orçamentárias realizadas - Correntes;Reais;866102698
Derrubadas.csv;Despesas orçamentárias empenhadas - Correntes;Reais;674344314
Derrubadas.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398917557
Derrubadas.csv;Número de unidades locais;Unidades;94
Derrubadas.csv;Pessoal ocupado total;Pessoas;226
Dezesseis de Novembro.csv;Total de endereços urbanos;endereços;358
Dezesseis de Novembro.csv;Total de endereços rurais;endereços;1329
Dezesseis de Novembro.csv;Total de estabelecimentos de ensino;estabelecimentos;12
Dezesseis de Novembro.csv;Total de estabelecimentos de saúde;estabelecimentos;2
Dezesseis de Novembro.csv;Domicílios particulares permanentes;domicílios;992
Dezesseis de Novembro.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;963
Dezesseis de Novembro.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;978
Dezesseis de Novembro.csv;População residente ;pessoas;2866
Dezesseis de Novembro.csv;População residente - Homens;pessoas;1469
Dezesseis de Novembro.csv;População residente - Mulheres;pessoas;1397
Dezesseis de Novembro.csv;População residente alfabetizada;pessoas;2409
Dezesseis de Novembro.csv;População residente - cor ou raça - Branca;pessoas;2347
Dezesseis de Novembro.csv;População residente - cor ou raça - Preta;pessoas;35
Dezesseis de Novembro.csv;População residente - cor ou raça - Parda;pessoas;467
Dezesseis de Novembro.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;207
Dezesseis de Novembro.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;
Dezesseis de Novembro.csv;Área da unidade territorial;Km²;216.849
Dezesseis de Novembro.csv;Eleitorado;Eleitores;2483
Dezesseis de Novembro.csv;PIB per capita a preços correntes;Reais;9317.18
Dezesseis de Novembro.csv;Matrícula - Ensino fundamental - 2009;Matrículas;488
Dezesseis de Novembro.csv;Matrícula - Ensino médio - 2009;Matrículas;146
Dezesseis de Novembro.csv;Docentes - Ensino fundamental - 2009;Docentes;53
Dezesseis de Novembro.csv;Docentes - Ensino médio - 2009;Docentes;17
Dezesseis de Novembro.csv;Estabelecimentos de Saúde SUS;estabelecimentos;1
Dezesseis de Novembro.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;14
Dezesseis de Novembro.csv;Receitas orçamentárias realizadas - Correntes;Reais;753108000
Dezesseis de Novembro.csv;Despesas orçamentárias empenhadas - Correntes;Reais;656335900
Dezesseis de Novembro.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398917600
Dezesseis de Novembro.csv;Número de unidades locais;Unidades;69
Dezesseis de Novembro.csv;Pessoal ocupado total;Pessoas;209
Dilermando de Aguiar.csv;Total de endereços urbanos;endereços;511
Dilermando de Aguiar.csv;Total de endereços rurais;endereços;1128
Dilermando de Aguiar.csv;Total de estabelecimentos de ensino;estabelecimentos;4
Dilermando de Aguiar.csv;Total de estabelecimentos de saúde;estabelecimentos;2
Dilermando de Aguiar.csv;Domicílios particulares permanentes;domicílios;1091
Dilermando de Aguiar.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;382
Dilermando de Aguiar.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;1078
Dilermando de Aguiar.csv;População residente ;pessoas;3064
Dilermando de Aguiar.csv;População residente - Homens;pessoas;1579
Dilermando de Aguiar.csv;População residente - Mulheres;pessoas;1485
Dilermando de Aguiar.csv;População residente alfabetizada;pessoas;2485
Dilermando de Aguiar.csv;População residente - cor ou raça - Branca;pessoas;2307
Dilermando de Aguiar.csv;População residente - cor ou raça - Preta;pessoas;115
Dilermando de Aguiar.csv;População residente - cor ou raça - Parda;pessoas;603
Dilermando de Aguiar.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;147
Dilermando de Aguiar.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;4
Dilermando de Aguiar.csv;Área da unidade territorial;Km²;600.549
Dilermando de Aguiar.csv;Eleitorado;Eleitores;2407
Dilermando de Aguiar.csv;PIB per capita a preços correntes;Reais;15841.38
Dilermando de Aguiar.csv;Matrícula - Ensino fundamental - 2009;Matrículas;477
Dilermando de Aguiar.csv;Matrícula - Ensino médio - 2009;Matrículas;92
Dilermando de Aguiar.csv;Docentes - Ensino fundamental - 2009;Docentes;40
Dilermando de Aguiar.csv;Docentes - Ensino médio - 2009;Docentes;15
Dilermando de Aguiar.csv;Estabelecimentos de Saúde SUS;estabelecimentos;3
Dilermando de Aguiar.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;22
Dilermando de Aguiar.csv;Receitas orçamentárias realizadas - Correntes;Reais;865414953
Dilermando de Aguiar.csv;Despesas orçamentárias empenhadas - Correntes;Reais;631466666
Dilermando de Aguiar.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398917557
Dilermando de Aguiar.csv;Número de unidades locais;Unidades;54
Dilermando de Aguiar.csv;Pessoal ocupado total;Pessoas;244
Dois Irmãos das Missões.csv;Total de endereços urbanos;endereços;482
Dois Irmãos das Missões.csv;Total de endereços rurais;endereços;461
Dois Irmãos das Missões.csv;Total de estabelecimentos de ensino;estabelecimentos;6
Dois Irmãos das Missões.csv;Total de estabelecimentos de saúde;estabelecimentos;3
Dois Irmãos das Missões.csv;Domicílios particulares permanentes;domicílios;714
Dois Irmãos das Missões.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;572
Dois Irmãos das Missões.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;705
Dois Irmãos das Missões.csv;População residente ;pessoas;2157
Dois Irmãos das Missões.csv;População residente - Homens;pessoas;1080
Dois Irmãos das Missões.csv;População residente - Mulheres;pessoas;1077
Dois Irmãos das Missões.csv;População residente alfabetizada;pessoas;1764
Dois Irmãos das Missões.csv;População residente - cor ou raça - Branca;pessoas;1471
Dois Irmãos das Missões.csv;População residente - cor ou raça - Preta;pessoas;241
Dois Irmãos das Missões.csv;População residente - cor ou raça - Parda;pessoas;417
Dois Irmãos das Missões.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;90
Dois Irmãos das Missões.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;2
Dois Irmãos das Missões.csv;Área da unidade territorial;Km²;225.681
Dois Irmãos das Missões.csv;Eleitorado;Eleitores;1926
Dois Irmãos das Missões.csv;PIB per capita a preços correntes;Reais;18539.54
Dois Irmãos das Missões.csv;Matrícula - Ensino fundamental - 2009;Matrículas;387
Dois Irmãos das Missões.csv;Matrícula - Ensino médio - 2009;Matrículas;132
Dois Irmãos das Missões.csv;Docentes - Ensino fundamental - 2009;Docentes;37
Dois Irmãos das Missões.csv;Docentes - Ensino médio - 2009;Docentes;16
Dois Irmãos das Missões.csv;Estabelecimentos de Saúde SUS;estabelecimentos;1
Dois Irmãos das Missões.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;
Dois Irmãos das Missões.csv;Receitas orçamentárias realizadas - Correntes;Reais;820065142
Dois Irmãos das Missões.csv;Despesas orçamentárias empenhadas - Correntes;Reais;570591625
Dois Irmãos das Missões.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398917557
Dois Irmãos das Missões.csv;Número de unidades locais;Unidades;38
Dois Irmãos das Missões.csv;Pessoal ocupado total;Pessoas;231
Dois Irmãos.csv;Total de endereços urbanos;endereços;11380
Dois Irmãos.csv;Total de endereços rurais;endereços;180
Dois Irmãos.csv;Total de estabelecimentos de ensino;estabelecimentos;17
Dois Irmãos.csv;Total de estabelecimentos de saúde;estabelecimentos;33
Dois Irmãos.csv;Domicílios particulares permanentes;domicílios;9403
Dois Irmãos.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;9062
Dois Irmãos.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;9401
Dois Irmãos.csv;População residente ;pessoas;27572
Dois Irmãos.csv;População residente - Homens;pessoas;13653
Dois Irmãos.csv;População residente - Mulheres;pessoas;13919
Dois Irmãos.csv;População residente alfabetizada;pessoas;25049
Dois Irmãos.csv;População residente - cor ou raça - Branca;pessoas;25248
Dois Irmãos.csv;População residente - cor ou raça - Preta;pessoas;414
Dois Irmãos.csv;População residente - cor ou raça - Parda;pessoas;1727
Dois Irmãos.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;90
Dois Irmãos.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;11
Dois Irmãos.csv;Área da unidade territorial;Km²;65.156
Dois Irmãos.csv;Eleitorado;Eleitores;18973
Dois Irmãos.csv;PIB per capita a preços correntes;Reais;19571.73
Dois Irmãos.csv;Matrícula - Ensino fundamental - 2009;Matrículas;3752
Dois Irmãos.csv;Matrícula - Ensino médio - 2009;Matrículas;921
Dois Irmãos.csv;Docentes - Ensino fundamental - 2009;Docentes;217
Dois Irmãos.csv;Docentes - Ensino médio - 2009;Docentes;49
Dois Irmãos.csv;Estabelecimentos de Saúde SUS;estabelecimentos;10
Dois Irmãos.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;358
Dois Irmãos.csv;Receitas orçamentárias realizadas - Correntes;Reais;3997761289
Dois Irmãos.csv;Despesas orçamentárias empenhadas - Correntes;Reais;3061228018
Dois Irmãos.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;932875460
Dois Irmãos.csv;Número de unidades locais;Unidades;1277
Dois Irmãos.csv;Pessoal ocupado total;Pessoas;12860
Dois Lajeados.csv;Total de endereços urbanos;endereços;770
Dois Lajeados.csv;Total de endereços rurais;endereços;649
Dois Lajeados.csv;Total de estabelecimentos de ensino;estabelecimentos;5
Dois Lajeados.csv;Total de estabelecimentos de saúde;estabelecimentos;6
Dois Lajeados.csv;Domicílios particulares permanentes;domicílios;1055
Dois Lajeados.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;731
Dois Lajeados.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;1053
Dois Lajeados.csv;População residente ;pessoas;3278
Dois Lajeados.csv;População residente - Homens;pessoas;1653
Dois Lajeados.csv;População residente - Mulheres;pessoas;1625
Dois Lajeados.csv;População residente alfabetizada;pessoas;2979
Dois Lajeados.csv;População residente - cor ou raça - Branca;pessoas;3099
Dois Lajeados.csv;População residente - cor ou raça - Preta;pessoas;69
Dois Lajeados.csv;População residente - cor ou raça - Parda;pessoas;103
Dois Lajeados.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;25
Dois Lajeados.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;1
Dois Lajeados.csv;Área da unidade territorial;Km²;133.373
Dois Lajeados.csv;Eleitorado;Eleitores;2569
Dois Lajeados.csv;PIB per capita a preços correntes;Reais;16448.92
Dois Lajeados.csv;Matrícula - Ensino fundamental - 2009;Matrículas;302
Dois Lajeados.csv;Matrícula - Ensino médio - 2009;Matrículas;141
Dois Lajeados.csv;Docentes - Ensino fundamental - 2009;Docentes;28
Dois Lajeados.csv;Docentes - Ensino médio - 2009;Docentes;14
Dois Lajeados.csv;Estabelecimentos de Saúde SUS;estabelecimentos;2
Dois Lajeados.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;39
Dois Lajeados.csv;Receitas orçamentárias realizadas - Correntes;Reais;888914959
Dois Lajeados.csv;Despesas orçamentárias empenhadas - Correntes;Reais;650465536
Dois Lajeados.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398917557
Dois Lajeados.csv;Número de unidades locais;Unidades;187
Dois Lajeados.csv;Pessoal ocupado total;Pessoas;648
Dom Feliciano.csv;Total de endereços urbanos;endereços;1635
Dom Feliciano.csv;Total de endereços rurais;endereços;4490
Dom Feliciano.csv;Total de estabelecimentos de ensino;estabelecimentos;21
Dom Feliciano.csv;Total de estabelecimentos de saúde;estabelecimentos;8
Dom Feliciano.csv;Domicílios particulares permanentes;domicílios;4615
Dom Feliciano.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;1160
Dom Feliciano.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;4564
Dom Feliciano.csv;População residente ;pessoas;14380
Dom Feliciano.csv;População residente - Homens;pessoas;7398
Dom Feliciano.csv;População residente - Mulheres;pessoas;6982
Dom Feliciano.csv;População residente alfabetizada;pessoas;11723
Dom Feliciano.csv;População residente - cor ou raça - Branca;pessoas;11901
Dom Feliciano.csv;População residente - cor ou raça - Preta;pessoas;1282
Dom Feliciano.csv;População residente - cor ou raça - Parda;pessoas;1087
Dom Feliciano.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;442
Dom Feliciano.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;2
Dom Feliciano.csv;Área da unidade territorial;Km²;1356.176
Dom Feliciano.csv;Eleitorado;Eleitores;10353
Dom Feliciano.csv;PIB per capita a preços correntes;Reais;9108.72
Dom Feliciano.csv;Matrícula - Ensino fundamental - 2009;Matrículas;2420
Dom Feliciano.csv;Matrícula - Ensino médio - 2009;Matrículas;355
Dom Feliciano.csv;Docentes - Ensino fundamental - 2009;Docentes;126
Dom Feliciano.csv;Docentes - Ensino médio - 2009;Docentes;21
Dom Feliciano.csv;Estabelecimentos de Saúde SUS;estabelecimentos;5
Dom Feliciano.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;145
Dom Feliciano.csv;Receitas orçamentárias realizadas - Correntes;Reais;2019066832
Dom Feliciano.csv;Despesas orçamentárias empenhadas - Correntes;Reais;1665353019
Dom Feliciano.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;664862595
Dom Feliciano.csv;Número de unidades locais;Unidades;299
Dom Feliciano.csv;Pessoal ocupado total;Pessoas;984
Dom Pedrito.csv;Total de endereços urbanos;endereços;14690
Dom Pedrito.csv;Total de endereços rurais;endereços;2537
Dom Pedrito.csv;Total de estabelecimentos de ensino;estabelecimentos;66
Dom Pedrito.csv;Total de estabelecimentos de saúde;estabelecimentos;33
Dom Pedrito.csv;Domicílios particulares permanentes;domicílios;13132
Dom Pedrito.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;11846
Dom Pedrito.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;13040
Dom Pedrito.csv;População residente ;pessoas;38898
Dom Pedrito.csv;População residente - Homens;pessoas;19107
Dom Pedrito.csv;População residente - Mulheres;pessoas;19791
Dom Pedrito.csv;População residente alfabetizada;pessoas;34027
Dom Pedrito.csv;População residente - cor ou raça - Branca;pessoas;30562
Dom Pedrito.csv;População residente - cor ou raça - Preta;pessoas;3210
Dom Pedrito.csv;População residente - cor ou raça - Parda;pessoas;4992
Dom Pedrito.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;729
Dom Pedrito.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;31
Dom Pedrito.csv;Área da unidade territorial;Km²;5192.120
Dom Pedrito.csv;Eleitorado;Eleitores;29594
Dom Pedrito.csv;PIB per capita a preços correntes;Reais;15468.31
Dom Pedrito.csv;Matrícula - Ensino fundamental - 2009;Matrículas;6225
Dom Pedrito.csv;Matrícula - Ensino médio - 2009;Matrículas;1675
Dom Pedrito.csv;Docentes - Ensino fundamental - 2009;Docentes;388
Dom Pedrito.csv;Docentes - Ensino médio - 2009;Docentes;94
Dom Pedrito.csv;Estabelecimentos de Saúde SUS;estabelecimentos;17
Dom Pedrito.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;486
Dom Pedrito.csv;Receitas orçamentárias realizadas - Correntes;Reais;5243584047
Dom Pedrito.csv;Despesas orçamentárias empenhadas - Correntes;Reais;4249608983
Dom Pedrito.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;1196752670
Dom Pedrito.csv;Número de unidades locais;Unidades;1473
Dom Pedrito.csv;Pessoal ocupado total;Pessoas;6253
Dom Pedro de Alcântara.csv;Total de endereços urbanos;endereços;393
Dom Pedro de Alcântara.csv;Total de endereços rurais;endereços;980
Dom Pedro de Alcântara.csv;Total de estabelecimentos de ensino;estabelecimentos;6
Dom Pedro de Alcântara.csv;Total de estabelecimentos de saúde;estabelecimentos;4
Dom Pedro de Alcântara.csv;Domicílios particulares permanentes;domicílios;952
Dom Pedro de Alcântara.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;593
Dom Pedro de Alcântara.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;950
Dom Pedro de Alcântara.csv;População residente ;pessoas;2550
Dom Pedro de Alcântara.csv;População residente - Homens;pessoas;1341
Dom Pedro de Alcântara.csv;População residente - Mulheres;pessoas;1209
Dom Pedro de Alcântara.csv;População residente alfabetizada;pessoas;2311
Dom Pedro de Alcântara.csv;População residente - cor ou raça - Branca;pessoas;2488
Dom Pedro de Alcântara.csv;População residente - cor ou raça - Preta;pessoas;29
Dom Pedro de Alcântara.csv;População residente - cor ou raça - Parda;pessoas;26
Dom Pedro de Alcântara.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;66
Dom Pedro de Alcântara.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;1
Dom Pedro de Alcântara.csv;Área da unidade territorial;Km²;78.158
Dom Pedro de Alcântara.csv;Eleitorado;Eleitores;2637
Dom Pedro de Alcântara.csv;PIB per capita a preços correntes;Reais;6577.94
Dom Pedro de Alcântara.csv;Matrícula - Ensino fundamental - 2009;Matrículas;283
Dom Pedro de Alcântara.csv;Matrícula - Ensino médio - 2009;Matrículas;86
Dom Pedro de Alcântara.csv;Docentes - Ensino fundamental - 2009;Docentes;24
Dom Pedro de Alcântara.csv;Docentes - Ensino médio - 2009;Docentes;13
Dom Pedro de Alcântara.csv;Estabelecimentos de Saúde SUS;estabelecimentos;1
Dom Pedro de Alcântara.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;
Dom Pedro de Alcântara.csv;Receitas orçamentárias realizadas - Correntes;Reais;717410368
Dom Pedro de Alcântara.csv;Despesas orçamentárias empenhadas - Correntes;Reais;493127658
Dom Pedro de Alcântara.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398917557
Dom Pedro de Alcântara.csv;Número de unidades locais;Unidades;66
Dom Pedro de Alcântara.csv;Pessoal ocupado total;Pessoas;348
Dona Francisca.csv;Total de endereços urbanos;endereços;961
Dona Francisca.csv;Total de endereços rurais;endereços;457
Dona Francisca.csv;Total de estabelecimentos de ensino;estabelecimentos;7
Dona Francisca.csv;Total de estabelecimentos de saúde;estabelecimentos;8
Dona Francisca.csv;Domicílios particulares permanentes;domicílios;1115
Dona Francisca.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;681
Dona Francisca.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;1102
Dona Francisca.csv;População residente ;pessoas;3401
Dona Francisca.csv;População residente - Homens;pessoas;1678
Dona Francisca.csv;População residente - Mulheres;pessoas;1723
Dona Francisca.csv;População residente alfabetizada;pessoas;2981
Dona Francisca.csv;População residente - cor ou raça - Branca;pessoas;2688
Dona Francisca.csv;População residente - cor ou raça - Preta;pessoas;176
Dona Francisca.csv;População residente - cor ou raça - Parda;pessoas;532
Dona Francisca.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;146
Dona Francisca.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;
Dona Francisca.csv;Área da unidade territorial;Km²;114.346
Dona Francisca.csv;Eleitorado;Eleitores;2908
Dona Francisca.csv;PIB per capita a preços correntes;Reais;11078.36
Dona Francisca.csv;Matrícula - Ensino fundamental - 2009;Matrículas;486
Dona Francisca.csv;Matrícula - Ensino médio - 2009;Matrículas;122
Dona Francisca.csv;Docentes - Ensino fundamental - 2009;Docentes;32
Dona Francisca.csv;Docentes - Ensino médio - 2009;Docentes;18
Dona Francisca.csv;Estabelecimentos de Saúde SUS;estabelecimentos;3
Dona Francisca.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;46
Dona Francisca.csv;Receitas orçamentárias realizadas - Correntes;Reais;809772756
Dona Francisca.csv;Despesas orçamentárias empenhadas - Correntes;Reais;646035194
Dona Francisca.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398917557
Dona Francisca.csv;Número de unidades locais;Unidades;176
Dona Francisca.csv;Pessoal ocupado total;Pessoas;470
Doutor Maurício Cardoso.csv;Total de endereços urbanos;endereços;1237
Doutor Maurício Cardoso.csv;Total de endereços rurais;endereços;1477
Doutor Maurício Cardoso.csv;Total de estabelecimentos de ensino;estabelecimentos;3
Doutor Maurício Cardoso.csv;Total de estabelecimentos de saúde;estabelecimentos;2
Doutor Maurício Cardoso.csv;Domicílios particulares permanentes;domicílios;1888
Doutor Maurício Cardoso.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;1530
Doutor Maurício Cardoso.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;1882
Doutor Maurício Cardoso.csv;População residente ;pessoas;5313
Doutor Maurício Cardoso.csv;População residente - Homens;pessoas;2646
Doutor Maurício Cardoso.csv;População residente - Mulheres;pessoas;2667
Doutor Maurício Cardoso.csv;População residente alfabetizada;pessoas;4748
Doutor Maurício Cardoso.csv;População residente - cor ou raça - Branca;pessoas;4448
Doutor Maurício Cardoso.csv;População residente - cor ou raça - Preta;pessoas;43
Doutor Maurício Cardoso.csv;População residente - cor ou raça - Parda;pessoas;802
Doutor Maurício Cardoso.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;246
Doutor Maurício Cardoso.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;
Doutor Maurício Cardoso.csv;Área da unidade territorial;Km²;252.690
Doutor Maurício Cardoso.csv;Eleitorado;Eleitores;4417
Doutor Maurício Cardoso.csv;PIB per capita a preços correntes;Reais;15958.76
Doutor Maurício Cardoso.csv;Matrícula - Ensino fundamental - 2009;Matrículas;715
Doutor Maurício Cardoso.csv;Matrícula - Ensino médio - 2009;Matrículas;210
Doutor Maurício Cardoso.csv;Docentes - Ensino fundamental - 2009;Docentes;56
Doutor Maurício Cardoso.csv;Docentes - Ensino médio - 2009;Docentes;23
Doutor Maurício Cardoso.csv;Estabelecimentos de Saúde SUS;estabelecimentos;4
Doutor Maurício Cardoso.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;49
Doutor Maurício Cardoso.csv;Receitas orçamentárias realizadas - Correntes;Reais;1064279800
Doutor Maurício Cardoso.csv;Despesas orçamentárias empenhadas - Correntes;Reais;888408600
Doutor Maurício Cardoso.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398903300
Doutor Maurício Cardoso.csv;Número de unidades locais;Unidades;145
Doutor Maurício Cardoso.csv;Pessoal ocupado total;Pessoas;557
Doutor Ricardo.csv;Total de endereços urbanos;endereços;346
Doutor Ricardo.csv;Total de endereços rurais;endereços;573
Doutor Ricardo.csv;Total de estabelecimentos de ensino;estabelecimentos;3
Doutor Ricardo.csv;Total de estabelecimentos de saúde;estabelecimentos;6
Doutor Ricardo.csv;Domicílios particulares permanentes;domicílios;642
Doutor Ricardo.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;507
Doutor Ricardo.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;640
Doutor Ricardo.csv;População residente ;pessoas;2030
Doutor Ricardo.csv;População residente - Homens;pessoas;1035
Doutor Ricardo.csv;População residente - Mulheres;pessoas;995
Doutor Ricardo.csv;População residente alfabetizada;pessoas;1803
Doutor Ricardo.csv;População residente - cor ou raça - Branca;pessoas;1866
Doutor Ricardo.csv;População residente - cor ou raça - Preta;pessoas;54
Doutor Ricardo.csv;População residente - cor ou raça - Parda;pessoas;107
Doutor Ricardo.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;29
Doutor Ricardo.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;1
Doutor Ricardo.csv;Área da unidade territorial;Km²;108.434
Doutor Ricardo.csv;Eleitorado;Eleitores;1907
Doutor Ricardo.csv;PIB per capita a preços correntes;Reais;12590.20
Doutor Ricardo.csv;Matrícula - Ensino fundamental - 2009;Matrículas;248
Doutor Ricardo.csv;Matrícula - Ensino médio - 2009;Matrículas;96
Doutor Ricardo.csv;Docentes - Ensino fundamental - 2009;Docentes;24
Doutor Ricardo.csv;Docentes - Ensino médio - 2009;Docentes;14
Doutor Ricardo.csv;Estabelecimentos de Saúde SUS;estabelecimentos;2
